"sub_region_2","date","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","date_of_interest"
"Bronx County",2020-03-31,-52,-22,-53,-55,-61,26,2020-03-31
"Bronx County",2020-04-01,-47,-17,-44,-53,-62,26,2020-04-01
"Bronx County",2020-04-02,-50,-16,-47,-55,-63,27,2020-04-02
"Bronx County",2020-04-03,-55,-20,-51,-57,-63,30,2020-04-03
"Bronx County",2020-04-04,-53,-17,-24,-46,-51,19,2020-04-04
"Bronx County",2020-04-05,-58,-22,-27,-51,-52,16,2020-04-05
"Bronx County",2020-04-06,-50,-20,-35,-55,-62,26,2020-04-06
"Bronx County",2020-04-07,-60,-13,-36,-57,-64,26,2020-04-07
"Bronx County",2020-04-08,-61,-17,-38,-58,-64,27,2020-04-08
"Bronx County",2020-04-09,-64,-16,-49,-60,-65,28,2020-04-09
"Bronx County",2020-04-10,-65,-16,-46,-60,-67,31,2020-04-10
"Bronx County",2020-04-11,-61,-12,-20,-48,-52,19,2020-04-11
"Bronx County",2020-04-12,-69,-33,-24,-51,-52,16,2020-04-12
"Bronx County",2020-04-13,-72,-43,-64,-66,-64,29,2020-04-13
"Bronx County",2020-04-14,-57,-15,-36,-54,-61,25,2020-04-14
"Bronx County",2020-04-15,-56,-19,-38,-55,-62,26,2020-04-15
"Bronx County",2020-04-16,-58,-15,-47,-56,-62,26,2020-04-16
"Bronx County",2020-04-17,-61,-18,-47,-55,-61,28,2020-04-17
"Bronx County",2020-04-18,-64,-24,-48,-50,-49,19,2020-04-18
"Bronx County",2020-04-19,-62,-20,-14,-48,-47,15,2020-04-19
"Bronx County",2020-04-20,-58,-21,-46,-54,-59,25,2020-04-20
"Bronx County",2020-04-21,-63,-29,-57,-60,-61,27,2020-04-21
"Bronx County",2020-04-22,-57,-18,-45,-56,-60,25,2020-04-22
"Bronx County",2020-04-23,-57,-16,-48,-56,-60,26,2020-04-23
"Bronx County",2020-04-24,-63,-25,-56,-59,-60,29,2020-04-24
"Bronx County",2020-04-25,-55,-13,-3,-40,-44,16,2020-04-25
"Bronx County",2020-04-26,-68,-32,-54,-56,-48,16,2020-04-26
"Bronx County",2020-04-27,-57,-22,-53,-55,-57,25,2020-04-27
"Bronx County",2020-04-28,-51,-10,-24,-51,-57,19,2020-04-28
"Bronx County",2020-04-29,-56,-20,-46,-55,-58,25,2020-04-29
"Bronx County",2020-04-30,-58,-21,-54,-57,-59,26,2020-04-30
"Bronx County",2020-05-01,-53,-12,-38,-51,-56,26,2020-05-01
"Bronx County",2020-05-02,-47,-5,25,-34,-40,14,2020-05-02
"Bronx County",2020-05-03,-53,-12,28,-40,-40,12,2020-05-03
"Bronx County",2020-05-04,-47,-12,-28,-48,-54,22,2020-05-04
"Bronx County",2020-05-05,-47,-5,-27,-49,-54,22,2020-05-05
"Bronx County",2020-05-06,-54,-17,-47,-53,-56,23,2020-05-06
"Bronx County",2020-05-07,-47,-1,-19,-49,-54,22,2020-05-07
"Bronx County",2020-05-08,-56,-14,-47,-53,-55,25,2020-05-08
"Bronx County",2020-05-09,-51,-7,-32,-40,-39,15,2020-05-09
"Bronx County",2020-05-10,-50,-10,4,-36,-36,11,2020-05-10
"Bronx County",2020-05-11,-54,-21,-47,-52,-52,22,2020-05-11
"Bronx County",2020-05-12,-48,-5,-28,-48,-52,21,2020-05-12
"Bronx County",2020-05-13,-45,-9,-18,-47,-52,21,2020-05-13
"Bronx County",2020-05-14,-44,-5,-16,-47,-52,20,2020-05-14
"Bronx County",2020-05-15,-45,-8,-1,-45,-51,22,2020-05-15
"Bronx County",2020-05-16,-43,-9,33,-31,-35,12,2020-05-16
"Bronx County",2020-05-17,-49,-12,26,-38,-35,11,2020-05-17
"Bronx County",2020-05-18,-44,-13,-25,-46,-49,20,2020-05-18
"Bronx County",2020-05-19,-42,-6,-21,-45,-50,20,2020-05-19
"Bronx County",2020-05-20,-41,-9,-14,-46,-51,20,2020-05-20
"Bronx County",2020-05-21,-39,-4,-7,-44,-51,20,2020-05-21
"Bronx County",2020-05-22,-43,-7,-11,-44,-49,21,2020-05-22
"Bronx County",2020-05-23,-52,-19,-36,-42,-36,14,2020-05-23
"Bronx County",2020-05-24,-46,-8,36,-34,-34,9,2020-05-24
"Bronx County",2020-05-25,-48,-20,-3,-54,-66,23,2020-05-25
"Bronx County",2020-05-26,-39,-5,-1,-43,-48,18,2020-05-26
"Bronx County",2020-05-27,-38,-7,1,-41,-48,19,2020-05-27
"Bronx County",2020-05-28,-40,-5,-16,-44,-49,19,2020-05-28
"Bronx County",2020-05-29,-42,-7,-3,-43,-48,21,2020-05-29
"Bronx County",2020-05-30,-38,-5,53,-24,-26,10,2020-05-30
"Bronx County",2020-05-31,-42,-7,50,-30,-27,8,2020-05-31
"Bronx County",2020-06-01,-37,-9,-16,-41,-45,18,2020-06-01
"Bronx County",2020-06-02,-43,-7,-23,-43,-48,20,2020-06-02
"Bronx County",2020-06-03,-44,-10,-20,-45,-48,20,2020-06-03
"Bronx County",2020-06-04,-37,0,2,-40,-47,19,2020-06-04
"Bronx County",2020-06-05,-41,-10,-24,-44,-47,21,2020-06-05
"Bronx County",2020-06-06,-35,-6,35,-28,-27,10,2020-06-06
"Bronx County",2020-06-07,-34,-3,74,-27,-27,7,2020-06-07
"Bronx County",2020-06-08,-27,-4,3,-38,-42,16,2020-06-08
"Bronx County",2020-06-09,-27,0,10,-39,-43,16,2020-06-09
"Bronx County",2020-06-10,-27,-3,12,-39,-44,16,2020-06-10
"Bronx County",2020-06-11,-33,-5,-19,-43,-45,18,2020-06-11
"Bronx County",2020-06-12,-31,-2,22,-37,-43,16,2020-06-12
"Bronx County",2020-06-13,-28,-2,72,-20,-22,7,2020-06-13
"Bronx County",2020-06-14,-33,-6,78,-25,-24,6,2020-06-14
"Bronx County",2020-06-15,-29,-8,-2,-39,-42,15,2020-06-15
"Bronx County",2020-06-16,-26,-1,10,-36,-43,15,2020-06-16
"Bronx County",2020-06-17,-27,-5,9,-37,-44,15,2020-06-17
"Bronx County",2020-06-18,-26,0,4,-38,-44,15,2020-06-18
"Bronx County",2020-06-19,-29,-3,19,-36,-43,15,2020-06-19
"Bronx County",2020-06-20,-27,0,62,-19,-21,6,2020-06-20
"Bronx County",2020-06-21,-32,-4,87,-22,-24,4,2020-06-21
"Bronx County",2020-06-22,-25,-10,0,-36,-44,14,2020-06-22
"Bronx County",2020-06-23,-20,0,12,-33,-44,13,2020-06-23
"Bronx County",2020-06-24,-21,-5,10,-35,-43,14,2020-06-24
"Bronx County",2020-06-25,-18,2,11,-34,-43,13,2020-06-25
"Bronx County",2020-06-26,-25,-3,22,-33,-42,14,2020-06-26
"Bronx County",2020-06-27,-27,-8,24,-21,-24,7,2020-06-27
"Bronx County",2020-06-28,-27,-8,69,-22,-21,5,2020-06-28
"Bronx County",2020-06-29,-18,-8,1,-34,-40,13,2020-06-29
"Bronx County",2020-06-30,-13,0,1,-34,-42,13,2020-06-30
"Bronx County",2020-07-01,-11,-1,3,-33,-42,13,2020-07-01
"Bronx County",2020-07-02,-6,8,20,-31,-42,11,2020-07-02
"Bronx County",2020-07-03,-17,3,-4,-37,-55,16,2020-07-03
"Bronx County",2020-07-04,-33,-10,89,-23,-32,4,2020-07-04
"Bronx County",2020-07-05,-27,-13,71,-21,-26,2,2020-07-05
"Bronx County",2020-07-06,-22,-12,-18,-37,-43,13,2020-07-06
"Bronx County",2020-07-07,-14,4,0,-33,-43,13,2020-07-07
"Bronx County",2020-07-08,-17,-4,-7,-35,-42,13,2020-07-08
"Bronx County",2020-07-09,-12,4,19,-32,-42,12,2020-07-09
"Bronx County",2020-07-10,-38,-22,-42,-45,-46,18,2020-07-10
"Bronx County",2020-07-11,-18,-1,17,-20,-21,6,2020-07-11
"Bronx County",2020-07-12,-18,-2,105,-17,-22,3,2020-07-12
"Bronx County",2020-07-13,-14,-3,2,-34,-41,12,2020-07-13
"Bronx County",2020-07-14,-10,2,15,-32,-42,12,2020-07-14
"Bronx County",2020-07-15,-11,-5,12,-33,-41,12,2020-07-15
"Bronx County",2020-07-16,-10,0,12,-33,-42,12,2020-07-16
"Bronx County",2020-07-17,-20,-7,-1,-35,-42,13,2020-07-17
"Bronx County",2020-07-18,-16,-8,75,-16,-20,3,2020-07-18
"Bronx County",2020-07-19,-23,-12,81,-23,-24,3,2020-07-19
"Bronx County",2020-07-20,-17,-12,-1,-36,-42,13,2020-07-20
"Bronx County",2020-07-21,-14,-4,7,-34,-42,12,2020-07-21
"Bronx County",2020-07-22,-17,-11,-11,-36,-41,13,2020-07-22
"Bronx County",2020-07-23,-12,-1,-1,-35,-41,12,2020-07-23
"Bronx County",2020-07-24,-19,-7,-1,-34,-41,13,2020-07-24
"Bronx County",2020-07-25,-14,-8,81,-15,-20,3,2020-07-25
"Bronx County",2020-07-26,-19,-10,84,-21,-23,3,2020-07-26
"Bronx County",2020-07-27,-16,-11,0,-35,-41,12,2020-07-27
"Bronx County",2020-07-28,-15,-6,-1,-35,-42,12,2020-07-28
"Bronx County",2020-07-29,-13,-6,9,-33,-42,11,2020-07-29
"Bronx County",2020-07-30,-13,-1,5,-34,-42,12,2020-07-30
"Bronx County",2020-07-31,-18,-6,1,-33,-43,12,2020-07-31
"Bronx County",2020-08-01,-13,-6,80,-13,-20,2,2020-08-01
"Bronx County",2020-08-02,-20,-10,48,-24,-24,4,2020-08-02
"Bronx County",2020-08-03,-10,-2,1,-32,-40,11,2020-08-03
"Bronx County",2020-08-04,-33,-18,-37,-45,-48,17,2020-08-04
"Bronx County",2020-08-05,-7,-3,16,-30,-41,10,2020-08-05
"Bronx County",2020-08-06,-10,1,6,-33,-42,11,2020-08-06
"Bronx County",2020-08-07,-19,-8,-11,-33,-42,12,2020-08-07
"Bronx County",2020-08-08,-14,-6,62,-17,-21,3,2020-08-08
"Bronx County",2020-08-09,-17,-9,87,-20,-23,2,2020-08-09
"Bronx County",2020-08-10,-14,-8,2,-33,-41,11,2020-08-10
"Bronx County",2020-08-11,-14,-4,7,-34,-42,11,2020-08-11
"Bronx County",2020-08-12,-19,-10,-11,-36,-42,12,2020-08-12
"Bronx County",2020-08-13,-19,-5,-13,-36,-43,12,2020-08-13
"Bronx County",2020-08-14,-18,-6,12,-32,-41,11,2020-08-14
"Bronx County",2020-08-15,-16,-10,76,-15,-21,3,2020-08-15
"Bronx County",2020-08-16,-33,-19,-12,-33,-28,6,2020-08-16
"Bronx County",2020-08-17,-16,-11,-7,-34,-41,11,2020-08-17
"Bronx County",2020-08-18,-15,-5,7,-33,-40,10,2020-08-18
"Bronx County",2020-08-19,-21,-13,-13,-36,-42,12,2020-08-19
"Bronx County",2020-08-20,-10,-2,13,-32,-41,10,2020-08-20
"Bronx County",2020-08-21,-18,-7,13,-30,-40,11,2020-08-21
"Bronx County",2020-08-22,-17,-12,72,-15,-20,2,2020-08-22
"Bronx County",2020-08-23,-21,-12,66,-22,-22,2,2020-08-23
"Bronx County",2020-08-24,-17,-12,-6,-34,-40,11,2020-08-24
"Bronx County",2020-08-25,-17,-8,-8,-33,-41,11,2020-08-25
"Bronx County",2020-08-26,-13,-7,9,-32,-40,10,2020-08-26
"Bronx County",2020-08-27,-15,-7,-8,-33,-41,11,2020-08-27
"Bronx County",2020-08-28,-18,-7,6,-31,-40,11,2020-08-28
"Bronx County",2020-08-29,-22,-11,5,-23,-24,6,2020-08-29
"Bronx County",2020-08-30,-15,-10,102,-15,-21,1,2020-08-30
"Bronx County",2020-08-31,-15,-10,-10,-33,-39,11,2020-08-31
"Bronx County",2020-09-01,-13,-1,-9,-31,-40,11,2020-09-01
"Bronx County",2020-09-02,-15,-7,-15,-34,-41,11,2020-09-02
"Bronx County",2020-09-03,-8,2,-3,-31,-40,10,2020-09-03
"Bronx County",2020-09-04,-12,0,16,-29,-40,9,2020-09-04
"Bronx County",2020-09-05,-12,-5,69,-14,-22,1,2020-09-05
"Bronx County",2020-09-06,-17,-8,92,-18,-22,1,2020-09-06
"Bronx County",2020-09-07,-18,-17,11,-46,-63,15,2020-09-07
"Bronx County",2020-09-08,-14,-1,-1,-31,-40,9,2020-09-08
"Bronx County",2020-09-09,-12,-3,-3,-31,-39,10,2020-09-09
"Bronx County",2020-09-10,-18,-6,-27,-36,-41,12,2020-09-10
"Bronx County",2020-09-11,-15,-3,5,-30,-38,10,2020-09-11
"Bronx County",2020-09-12,-12,-6,56,-14,-20,3,2020-09-12
"Bronx County",2020-09-13,-18,-8,42,-21,-19,3,2020-09-13
"Bronx County",2020-09-14,-14,-9,-14,-31,-35,10,2020-09-14
"Bronx County",2020-09-15,-12,-2,-13,-30,-35,10,2020-09-15
"Bronx County",2020-09-16,-14,-9,-8,-32,-37,11,2020-09-16
"Bronx County",2020-09-17,-14,-5,-8,-33,-37,10,2020-09-17
"Bronx County",2020-09-18,-16,-6,-7,-31,-37,11,2020-09-18
"Bronx County",2020-09-19,-10,-7,35,-13,-20,3,2020-09-19
"Bronx County",2020-09-20,-15,-10,31,-20,-19,3,2020-09-20
"Bronx County",2020-09-21,-15,-10,-24,-32,-37,11,2020-09-21
"Bronx County",2020-09-22,-15,-5,-19,-31,-37,11,2020-09-22
"Bronx County",2020-09-23,-15,-7,-18,-31,-36,10,2020-09-23
"Bronx County",2020-09-24,-14,-3,-20,-30,-36,10,2020-09-24
"Bronx County",2020-09-25,-16,-6,-11,-30,-36,10,2020-09-25
"Bronx County",2020-09-26,-15,-9,19,-14,-19,3,2020-09-26
"Bronx County",2020-09-27,-20,-12,29,-19,-18,3,2020-09-27
"Bronx County",2020-09-28,-17,-11,-28,-34,-39,12,2020-09-28
"Bronx County",2020-09-29,-23,-11,-40,-34,-36,11,2020-09-29
"Bronx County",2020-09-30,-15,-5,-24,-32,-37,10,2020-09-30
"Bronx County",2020-10-01,-10,4,-17,-30,-34,9,2020-10-01
"Bronx County",2020-10-02,-18,-2,-23,-30,-34,10,2020-10-02
"Bronx County",2020-10-03,-12,-3,16,-12,-18,3,2020-10-03
"Bronx County",2020-10-04,-16,-8,19,-18,-17,3,2020-10-04
"Bronx County",2020-10-05,-17,-5,-30,-30,-34,10,2020-10-05
"Bronx County",2020-10-06,-15,1,-20,-29,-35,10,2020-10-06
"Bronx County",2020-10-07,-20,-7,-29,-32,-36,11,2020-10-07
"Bronx County",2020-10-08,-16,1,-25,-31,-35,10,2020-10-08
"Bronx County",2020-10-09,-20,-4,-16,-29,-35,10,2020-10-09
"Bronx County",2020-10-10,-18,-8,16,-12,-18,3,2020-10-10
"Bronx County",2020-10-11,-22,-10,12,-19,-18,3,2020-10-11
"Bronx County",2020-10-12,-38,-29,-66,-48,-49,17,2020-10-12
"Bronx County",2020-10-13,-27,-6,-44,-34,-36,12,2020-10-13
"Bronx County",2020-10-14,-15,-2,-20,-27,-35,10,2020-10-14
"Bronx County",2020-10-15,-14,1,-17,-28,-34,10,2020-10-15
"Bronx County",2020-10-16,-35,-19,-50,-39,-37,14,2020-10-16
"Bronx County",2020-10-17,-15,-3,-4,-13,-18,4,2020-10-17
"Bronx County",2020-10-18,-21,-10,7,-19,-18,4,2020-10-18
"Bronx County",2020-10-19,-21,-9,-34,-30,-33,10,2020-10-19
"Bronx County",2020-10-20,-22,-5,-30,-30,-34,11,2020-10-20
"Bronx County",2020-10-21,-20,-6,-24,-30,-34,11,2020-10-21
"Bronx County",2020-10-22,-18,-1,-24,-29,-34,10,2020-10-22
"Bronx County",2020-10-23,-21,-3,-21,-29,-34,11,2020-10-23
"Bronx County",2020-10-24,-16,-5,3,-15,-18,4,2020-10-24
"Bronx County",2020-10-25,-22,-9,-5,-20,-19,4,2020-10-25
"Bronx County",2020-10-26,-25,-11,-49,-32,-34,11,2020-10-26
"Bronx County",2020-10-27,-18,0,-31,-29,-33,10,2020-10-27
"Bronx County",2020-10-28,-22,-9,-43,-33,-35,11,2020-10-28
"Bronx County",2020-10-29,-31,-19,-57,-41,-37,13,2020-10-29
"Bronx County",2020-10-30,-23,-5,-47,-36,-36,12,2020-10-30
"Bronx County",2020-10-31,-14,1,-12,-15,-18,4,2020-10-31
"Bronx County",2020-11-01,-29,-17,-32,-26,-21,5,2020-11-01
"Bronx County",2020-11-02,-23,-7,-50,-34,-33,11,2020-11-02
"Bronx County",2020-11-03,-20,3,-39,-34,-40,12,2020-11-03
"Bronx County",2020-11-04,-25,-9,-31,-33,-35,12,2020-11-04
"Bronx County",2020-11-05,-21,-1,-23,-30,-34,11,2020-11-05
"Bronx County",2020-11-06,-24,-4,-17,-30,-34,11,2020-11-06
"Bronx County",2020-11-07,-20,-8,17,-13,-17,4,2020-11-07
"Bronx County",2020-11-08,-23,-10,30,-16,-16,3,2020-11-08
"Bronx County",2020-11-09,-24,-7,-25,-29,-32,10,2020-11-09
"Bronx County",2020-11-10,-21,-1,-19,-28,-33,10,2020-11-10
"Bronx County",2020-11-11,-30,-16,-45,-42,-44,15,2020-11-11
"Bronx County",2020-11-12,-29,-8,-46,-36,-36,12,2020-11-12
"Bronx County",2020-11-13,-30,-6,-39,-34,-35,13,2020-11-13
"Bronx County",2020-11-14,-22,-3,-6,-16,-18,5,2020-11-14
"Bronx County",2020-11-15,-31,-11,-15,-24,-19,5,2020-11-15
"Bronx County",2020-11-16,-26,-9,-39,-32,-33,11,2020-11-16
"Bronx County",2020-11-17,-27,-5,-36,-32,-34,11,2020-11-17
"Bronx County",2020-11-18,-27,-11,-43,-36,-36,12,2020-11-18
"Bronx County",2020-11-19,-22,-4,-39,-34,-37,12,2020-11-19
"Bronx County",2020-11-20,-23,-3,-23,-32,-36,12,2020-11-20
"Bronx County",2020-11-21,-19,-4,3,-14,-17,5,2020-11-21
"Bronx County",2020-11-22,-25,-9,-14,-24,-18,5,2020-11-22
"Bronx County",2020-11-23,-24,-8,-49,-36,-36,12,2020-11-23
"Bronx County",2020-11-24,-16,10,-35,-31,-36,11,2020-11-24
"Bronx County",2020-11-25,-10,21,-34,-33,-38,10,2020-11-25
"Bronx County",2020-11-26,-53,-17,-51,-56,-69,20,2020-11-26
"Bronx County",2020-11-27,-33,-23,-28,-47,-54,17,2020-11-27
"Bronx County",2020-11-28,-27,-17,-14,-24,-22,7,2020-11-28
"Bronx County",2020-11-29,-27,-17,-4,-23,-19,5,2020-11-29
"Bronx County",2020-11-30,-40,-29,-59,-44,-40,15,2020-11-30
"Bronx County",2020-12-01,-20,0,-42,-33,-36,12,2020-12-01
"Bronx County",2020-12-02,-24,-8,-45,-37,-37,13,2020-12-02
"Bronx County",2020-12-03,-19,1,-36,-35,-36,12,2020-12-03
"Bronx County",2020-12-04,-28,-6,-40,-36,-37,14,2020-12-04
"Bronx County",2020-12-05,-31,-16,-40,-31,-22,8,2020-12-05
"Bronx County",2020-12-06,-26,-12,-24,-27,-18,6,2020-12-06
"Bronx County",2020-12-07,-26,-10,-48,-35,-36,12,2020-12-07
"Bronx County",2020-12-08,-26,-8,-48,-37,-35,12,2020-12-08
"Bronx County",2020-12-09,-27,-11,-47,-39,-37,13,2020-12-09
"Bronx County",2020-12-10,-21,-2,-35,-36,-36,12,2020-12-10
"Bronx County",2020-12-11,-25,-5,-28,-36,-36,12,2020-12-11
"Bronx County",2020-12-12,-24,-10,-25,-25,-20,6,2020-12-12
"Bronx County",2020-12-13,-23,-10,0,-24,-17,5,2020-12-13
"Bronx County",2020-12-14,-33,-18,-55,-41,-37,13,2020-12-14
"Bronx County",2020-12-15,-19,6,-42,-35,-36,11,2020-12-15
"Bronx County",2020-12-16,-34,-5,-51,-41,-41,15,2020-12-16
"Bronx County",2020-12-17,-59,-43,-56,-56,-61,26,2020-12-17
"Bronx County",2020-12-18,-36,-18,-45,-38,-41,16,2020-12-18
"Bronx County",2020-12-19,-28,-13,-35,-24,-22,7,2020-12-19
"Bronx County",2020-12-20,-30,-15,-34,-28,-21,7,2020-12-20
"Bronx County",2020-12-21,-19,-7,-46,-34,-36,11,2020-12-21
"Bronx County",2020-12-22,-13,4,-42,-33,-37,10,2020-12-22
"Bronx County",2020-12-23,-6,10,-38,-33,-38,9,2020-12-23
"Bronx County",2020-12-24,-11,22,-44,-39,-49,12,2020-12-24
"Bronx County",2020-12-25,-72,-51,-66,-69,-76,27,2020-12-25
"Bronx County",2020-12-26,-35,-23,-37,-35,-28,9,2020-12-26
"Bronx County",2020-12-27,-36,-23,-25,-34,-21,7,2020-12-27
"Bronx County",2020-12-28,-26,-14,-40,-40,-42,14,2020-12-28
"Bronx County",2020-12-29,-25,-9,-43,-41,-43,13,2020-12-29
"Bronx County",2020-12-30,-18,-3,-41,-39,-43,13,2020-12-30
"Bronx County",2020-12-31,-15,12,-46,-42,-48,14,2020-12-31
"Bronx County",2021-01-01,-61,-46,-61,-66,-73,26,2021-01-01
"Bronx County",2021-01-02,-29,-12,-20,-32,-27,8,2021-01-02
"Bronx County",2021-01-03,-45,-28,-46,-41,-24,8,2021-01-03
"Bronx County",2021-01-04,-27,-10,-49,-38,-37,13,2021-01-04
"Bronx County",2021-01-05,-26,-4,-46,-38,-38,13,2021-01-05
"Bronx County",2021-01-06,-28,-11,-45,-41,-39,13,2021-01-06
"Bronx County",2021-01-07,-27,-6,-44,-41,-39,13,2021-01-07
"Bronx County",2021-01-08,-31,-10,-44,-43,-39,14,2021-01-08
"Bronx County",2021-01-09,-29,-13,-36,-33,-24,8,2021-01-09
"Bronx County",2021-01-10,-32,-16,-27,-37,-22,7,2021-01-10
"Bronx County",2021-01-11,-30,-15,-53,-43,-38,13,2021-01-11
"Bronx County",2021-01-12,-25,-5,-44,-41,-38,13,2021-01-12
"Bronx County",2021-01-13,-29,-13,-46,-44,-40,13,2021-01-13
"Bronx County",2021-01-14,-28,-10,-42,-44,-40,12,2021-01-14
"Bronx County",2021-01-15,-35,-15,-47,-45,-41,14,2021-01-15
"Bronx County",2021-01-16,-33,-18,-36,-35,-26,7,2021-01-16
"Bronx County",2021-01-17,-37,-21,-29,-38,-25,6,2021-01-17
"Bronx County",2021-01-18,-32,-21,-53,-53,-53,17,2021-01-18
"Bronx County",2021-01-19,-32,-13,-49,-43,-40,13,2021-01-19
"Bronx County",2021-01-20,-33,-19,-52,-46,-42,14,2021-01-20
"Bronx County",2021-01-21,-30,-12,-48,-45,-40,13,2021-01-21
"Bronx County",2021-01-22,-33,-12,-44,-43,-40,14,2021-01-22
"Bronx County",2021-01-23,-35,-20,-43,-38,-26,8,2021-01-23
"Bronx County",2021-01-24,-40,-24,-37,-42,-26,7,2021-01-24
"Bronx County",2021-01-25,-34,-18,-53,-44,-39,13,2021-01-25
"Bronx County",2021-01-26,-39,-20,-57,-47,-42,15,2021-01-26
"Bronx County",2021-01-27,-32,-17,-50,-44,-40,13,2021-01-27
"Bronx County",2021-01-28,-31,-12,-50,-44,-41,13,2021-01-28
"Bronx County",2021-01-29,-40,-22,-55,-48,-43,16,2021-01-29
"Kings County",2020-02-15,-1,-5,-14,-3,1,0,2020-02-15
"Kings County",2020-02-16,5,-4,-3,-1,-1,-1,2020-02-16
"Kings County",2020-02-17,9,-1,33,-20,-41,10,2020-02-17
"Kings County",2020-02-18,-3,-3,-4,-6,-10,3,2020-02-18
"Kings County",2020-02-19,1,-2,14,-5,-9,2,2020-02-19
"Kings County",2020-02-20,1,-3,-3,-6,-9,2,2020-02-20
"Kings County",2020-02-21,-4,-7,-11,-8,-9,4,2020-02-21
"Kings County",2020-02-22,7,1,35,6,4,-1,2020-02-22
"Kings County",2020-02-23,9,1,52,4,2,-1,2020-02-23
"Kings County",2020-02-24,4,-1,29,2,5,0,2020-02-24
"Kings County",2020-02-25,-3,-4,-4,0,3,0,2020-02-25
"Kings County",2020-02-26,1,1,-9,0,3,0,2020-02-26
"Kings County",2020-02-27,3,1,-7,-1,3,0,2020-02-27
"Kings County",2020-02-28,1,1,-8,0,4,0,2020-02-28
"Kings County",2020-02-29,6,3,-5,3,6,-1,2020-02-29
"Kings County",2020-03-01,7,3,3,0,2,0,2020-03-01
"Kings County",2020-03-02,8,7,22,2,6,0,2020-03-02
"Kings County",2020-03-03,4,6,6,2,4,0,2020-03-03
"Kings County",2020-03-04,9,10,19,2,2,0,2020-03-04
"Kings County",2020-03-05,11,10,24,1,4,-1,2020-03-05
"Kings County",2020-03-06,-3,-1,-13,-2,4,2,2020-03-06
"Kings County",2020-03-07,10,10,30,7,6,0,2020-03-07
"Kings County",2020-03-08,11,8,58,3,2,0,2020-03-08
"Kings County",2020-03-09,10,9,70,0,2,1,2020-03-09
"Kings County",2020-03-10,1,9,28,-4,-6,2,2020-03-10
"Kings County",2020-03-11,3,12,32,-6,-4,2,2020-03-11
"Kings County",2020-03-12,2,31,3,-11,-7,4,2020-03-12
"Kings County",2020-03-13,-5,32,20,-15,-11,6,2020-03-13
"Kings County",2020-03-14,-8,25,53,-16,-4,4,2020-03-14
"Kings County",2020-03-15,-15,15,35,-22,-9,5,2020-03-15
"Kings County",2020-03-16,-16,24,-12,-33,-32,14,2020-03-16
"Kings County",2020-03-17,-27,19,-2,-39,-37,17,2020-03-17
"Kings County",2020-03-18,-29,16,13,-42,-41,18,2020-03-18
"Kings County",2020-03-19,-36,3,-5,-46,-45,21,2020-03-19
"Kings County",2020-03-20,-39,13,23,-46,-48,22,2020-03-20
"Kings County",2020-03-21,-46,7,15,-45,-32,13,2020-03-21
"Kings County",2020-03-22,-57,-18,-27,-55,-40,15,2020-03-22
"Kings County",2020-03-23,-66,-42,-67,-67,-62,30,2020-03-23
"Kings County",2020-03-24,-54,-14,2,-59,-62,28,2020-03-24
"Kings County",2020-03-25,-60,-25,-44,-63,-63,29,2020-03-25
"Kings County",2020-03-26,-55,-16,4,-61,-63,29,2020-03-26
"Kings County",2020-03-27,-57,-19,8,-59,-63,29,2020-03-27
"Kings County",2020-03-28,-67,-30,-51,-62,-49,19,2020-03-28
"Kings County",2020-03-29,-68,-33,-55,-63,-51,18,2020-03-29
"Kings County",2020-03-30,-59,-26,-34,-64,-66,30,2020-03-30
"Kings County",2020-03-31,-59,-24,-35,-65,-68,31,2020-03-31
"Kings County",2020-04-01,-56,-19,-13,-64,-68,30,2020-04-01
"Kings County",2020-04-02,-58,-20,-24,-65,-69,32,2020-04-02
"Kings County",2020-04-03,-62,-23,-52,-65,-69,33,2020-04-03
"Kings County",2020-04-04,-64,-22,-9,-60,-53,19,2020-04-04
"Kings County",2020-04-05,-65,-30,-23,-62,-52,17,2020-04-05
"Kings County",2020-04-06,-57,-22,-5,-65,-69,30,2020-04-06
"Kings County",2020-04-07,-61,-17,-11,-65,-70,31,2020-04-07
"Kings County",2020-04-08,-64,-21,-18,-67,-71,31,2020-04-08
"Kings County",2020-04-09,-69,-28,-45,-70,-74,33,2020-04-09
"Kings County",2020-04-10,-70,-27,-54,-70,-74,35,2020-04-10
"Kings County",2020-04-11,-67,-19,-9,-61,-53,19,2020-04-11
"Kings County",2020-04-12,-74,-37,-11,-63,-54,18,2020-04-12
"Kings County",2020-04-13,-72,-43,-58,-73,-72,33,2020-04-13
"Kings County",2020-04-14,-61,-17,-8,-65,-69,30,2020-04-14
"Kings County",2020-04-15,-62,-22,-19,-67,-71,31,2020-04-15
"Kings County",2020-04-16,-63,-21,-30,-67,-70,30,2020-04-16
"Kings County",2020-04-17,-63,-19,-37,-64,-67,32,2020-04-17
"Kings County",2020-04-18,-69,-26,-44,-62,-50,19,2020-04-18
"Kings County",2020-04-19,-65,-26,12,-59,-47,16,2020-04-19
"Kings County",2020-04-20,-60,-23,-17,-64,-65,29,2020-04-20
"Kings County",2020-04-21,-64,-28,-33,-67,-67,31,2020-04-21
"Kings County",2020-04-22,-59,-18,-16,-65,-66,29,2020-04-22
"Kings County",2020-04-23,-60,-19,-27,-65,-66,30,2020-04-23
