Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
X,Not Lockable,06/22/2020 10:28:29 AM,X111,X111,,Reopened,false,Not Applicable,W 179 St bet. Cedar Av and Sedgwick Av,Cedar Playground,POINT (-73.91739802049636 40.85522232848698),Adults Allowed,X111-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
M,Completely Locked,06/22/2020 05:18:26 PM,M265,M265,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,2 Ave. bet. E. 29 St. and E. 30 St.,Vincent F. Albano Jr. Playground,POINT (-73.97843761329177 40.741930806028314),Adults Allowed,M265-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
B,Completely Locked,06/22/2020 03:22:18 PM,B358,B358,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Harrison Ave. between Walton St. and Lorimer St.,De Hostos Playground,POINT (-73.94924389904435 40.70249409867389),Adults Allowed,B358-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
X,Completely Locked,06/22/2020 10:05:54 AM,X021,X021,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Fulton Av bet. E 169 St and E 170 St,Drew Playground,POINT (-73.90313138538562 40.83316416757643),Adults Allowed,X021-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
M,Completely Locked,06/22/2020 01:14:16 PM,M378,M378,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Pearl St. bet. Fulton St. and Beekman St.,Pearl St Playground,POINT (-74.00391576129147 40.70791540138699),Adults not allowed in some locations,M378-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,101,M-01
M,Completely Locked,06/22/2020 04:11:41 PM,M066,M066,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W. 17 St., 8 Ave. To 9 Ave.",Dr. Gertrude B. Kelly Playground,POINT (-74.00190759338912 40.74161986180136),Adults Allowed,M066-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
B,Completely Locked,06/22/2020 03:45:07 PM,B197,B197,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Avenue V bet. E. 13 St. and E. 14 St.,Mellett Playground,POINT (-73.95733950543395 40.59725648925278),Adults Allowed,B197-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
M,Completely Locked,06/22/2020 04:22:46 PM,M041,M041,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hamilton Pl., W. 140 St. To W. 141 St.",Alexander Hamilton Playground,POINT (-73.95116789745151 40.82309371852732),Adults Allowed,M041-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
Q,Partially Locked,06/22/2020 02:23:02 PM,Q098,Q098,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Broadway and Woodside Ave. bet. 77 St. and 79 St.,Frank D. O'Connor Playground,POINT (-73.88658915497423 40.744364045096304),Adults Allowed,Q098-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 02:22:55 PM,404,Q-04
M,Completely Locked,06/22/2020 03:16:53 PM,M098,M098-01,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Washington Sq N, Washington Sq E",Washington Square Park,POINT (-73.9966432313342 40.730768720507385),Adults not allowed in some locations,M098-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
Q,Partially Locked,06/21/2020 01:03:44 PM,Q006,Q006-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"29 And 32 Aves, 158 To 159 Sts",Bowne Playground,POINT (-73.80590973437077 40.770504808173925),Adults Allowed,Q006-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:03:42 PM,407,Q-07
M,Completely Locked,06/19/2020 10:07:43 AM,M105,M105-08,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Bet Grand & Hester Sts,Hester St Plgd,POINT (-73.99392778832083 40.71712068578489),Adults not allowed in some locations,M105-CPA-0003,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
Q,Completely Locked,06/22/2020 04:52:33 PM,Q051,Q051-01,,Reopened,false,Not Applicable,174 St & 113 Ave,174 St Playground,POINT (-73.77799800292591 40.69358042062825),Adults not allowed in some locations,Q051-CPA-0001,03/31/2020 07:11:11 PM,,412,Q-12
B,Completely Locked,06/23/2020 10:04:47 AM,B023,B023,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. bet. Malcolm X Blvd. and Patch Ave.,Lafayette Playground,POINT (-73.93015092697624 40.692608615605906),Adults Allowed,B023-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,303,B-03
M,Completely Locked,06/22/2020 01:06:09 PM,M208A,M208A,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lexington Ave., E. 128 St. to E. 129 St.",Alice Kornegay Triangle,POINT (-73.93524428181819 40.80633528200798),Adults Allowed,M208A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
M,Completely Locked,06/22/2020 10:47:36 AM,M056,M056-01,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 123 St & Morningside Ave,Playground 123,POINT (-73.95608969094445 40.809960536126546),Adults Allowed,M056-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
B,Not Lockable,06/22/2020 03:28:45 PM,B082,B082-01B,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,94th St & Ridge Blvd,Vinland Plgd,POINT (-74.04001746215371 40.61747365788324),Unknown,B082-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,310,B-10
M,Partially Locked,06/22/2020 05:23:42 PM,M286,M286-01,,Reopened,false,Not Applicable,"York Ave, E 91 St, E 92 St",DeKovats Playground,POINT (-73.94413860589499 40.77943233524202),Adults not allowed in some locations,M286-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,108,M-08
X,Not Lockable,06/22/2020 09:50:09 AM,X008,X008-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Mt Eden & Morris Ave,Claremont Park Playground,POINT (-73.90920096300259 40.84233598498643),Adults not allowed in some locations,X008-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
M,Completely Locked,06/22/2020 12:52:14 PM,M014,M014-03,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,W 149 St & Bradhurst Ave,"Playground One Forty Nine, CIL",POINT (-73.94115727855291 40.82603098874689),Adults Allowed,M014-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
X,Partially Locked,06/22/2020 11:15:16 AM,X161,X161,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Magenta St. bet. Holland Ave. and Cruger Ave.,Gun Hill Playground,POINT (-73.86534882269179 40.874671507473245),Adults Allowed,X161-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,212,X-12
M,Completely Locked,06/19/2020 11:26:26 AM,M132,M132,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Madison St. bet. Clinton St. and Rutgers St.,Little Flower Playground,POINT (-73.98846825622478 40.71254122998289),Adults Allowed,M132-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/22/2020 01:13:30 PM,B250,B250,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Nostrand Ave. between Foster Ave. and Farragut Pl.,Nostrand Playground,POINT (-73.94782875835836 40.638401193800014),Adults not allowed in some locations,B250-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,317,B-17
Q,Completely Locked,06/22/2020 10:24:42 AM,Q326,Q326,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,40 Rd. bet. Prince St. and Main St.,Bland Playground,POINT (-73.83128764265511 40.75820068136691),Adults not allowed in some locations,Q326-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 PM,407,Q-07
M,Partially Locked,06/22/2020 03:30:27 PM,M087,M087,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Riverside Dr., Claremont Ave. To W. 122 St.",Sakura Park,POINT (-73.96253751273696 40.81291607181284),Adults not allowed in some locations,M087-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-14
B,Partially Locked,06/22/2020 03:16:36 PM,B055,B055,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Lorimer St. bet. Montrose Ave. and Boerum St.,Sternberg Park,POINT (-73.94681737479728 40.705838423206096),Adults not allowed in some locations,B055-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
B,Completely Locked,06/22/2020 03:28:45 PM,B066,B066-02,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Nr Colonial Rd Entrance, 67 St, South Of B066-01",Owls Head Park,POINT (-74.03082540220147 40.63938902445176),Unknown,B066-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,310,B-10
M,Partially Locked,06/22/2020 04:11:41 PM,M022,M022,,Reopened,false,Not Applicable,"W. 52 St. To W. 54 St., 11 Ave. To 12 Ave.",De Witt Clinton Park,POINT (-73.9950817757294 40.767976023958525),Adults not allowed in some locations,M022-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
Q,Completely Locked,06/19/2020 10:58:57 AM,Q015,Q015-07,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Union Tpke & 71 Ave,Joseph Devoy Playground,POINT (-73.85143758479433 40.707557765708415),Unknown,Q015-CPA-0004,03/31/2020 07:11:11 PM,06/19/2020 10:58:55 AM,482,Q-16
B,Completely Locked,06/22/2020 03:13:42 PM,B386,B386,,Reopened,false,Not Applicable,Ten Eyck St. to Stagg St. between Lorimer St. and Union Ave.,Ten Eyck Plaza,POINT (-73.94934246845584 40.70927219168727),Adults Allowed,B386-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
M,Partially Locked,06/22/2020 05:18:42 PM,M076,M076,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"1 Ave.,2 Ave., bet. E. 35 St. and E. 36 St.",St. Vartan Park,POINT (-73.973630071528 40.74503531062529),Unknown,M076-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
Q,Partially Locked,06/23/2020 09:23:48 AM,Q122,Q122,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,34 Ave. bet. 96 St. and Junction Blvd.,Junction Playground,POINT (-73.87214706962544 40.75470591159668),Adults Allowed,Q122-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 09:23:45 AM,403,Q-03
B,Completely Locked,06/23/2020 10:08:49 AM,B068,B068-01,,Reopened,true,Level 1: Playgrounds for All Children,Parade Pl & Crooke Ave,Detective Dillon Stewart Plgd,POINT (-73.96538240034484 40.65138221550969),Unknown,B068-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,314,B-14
X,Not Lockable,06/22/2020 10:31:37 AM,X040,X040,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Grand Concourse bet. E. 192 St. and E. K,Poe Park,POINT (-73.89452048501973 40.864805210590106),Adults not allowed in some locations,X040-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-07
B,Completely Locked,06/22/2020 01:08:04 PM,B387,B387,,Reopened,,,,Hilltop Playground,POINT (-73.91433859819634 40.67532564231405),,,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
M,Completely Locked,06/22/2020 11:10:00 AM,M010,M010-090,,Reopened,false,Not Applicable,68 St & Central Park West (E),The Tarr-Coyne Tots Playground,POINT (-73.97706441244853 40.77332355951838),Unknown,M010-CPA-0005,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
B,Completely Locked,06/22/2020 04:19:50 PM,B210H,B210H,,Reopened,,,Hamitlon Ave. ber. Van Brunt St. and Woodull St.,Harold Ickes Playground,POINT (-74.00622397222614 40.68255841300845),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
X,Completely Locked,06/22/2020 09:31:44 AM,X131,X131,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 135 St bet. Alexander Av and Willis Av,Lozada Playground,POINT (-73.92500072215614 40.80777141490889),Adults Allowed,X131-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/22/2020 04:19:50 PM,B050,B050,,Reopened,false,Not Applicable,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",Van Voorhees Playground,POINT (-73.99933690756927 40.68977252409315),Adults Allowed,B050-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
M,Completely Locked,06/22/2020 05:24:37 PM,M236,M236,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lexington Ave., E. 95 St. To E. 96 St.",Samuel Seabury Playground,POINT (-73.950705608907 40.78551191476255),Adults Allowed,M236-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,108,M-08
X,Completely Locked,06/22/2020 09:56:21 AM,X233,X233,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Union Av bet. E 150 St and  e 152 St,Fountain Of Youth Playground,POINT (-73.90526369232575 40.813765170183295),Adults Allowed,X233-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/23/2020 10:01:04 AM,B322,B322,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hart St. to Pulaski St. between Throop Ave. and Marcus Garvey Blvd.,Pulaski Playground,POINT (-73.94212638953422 40.69346683108732),Adults Allowed,B322-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
Q,Completely Locked,06/23/2020 12:26:47 PM,Q347,Q347,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Union St. bet. 31 Rd. and 31 Dr.,Colden Playground,POINT (-73.82699866319749 40.77015015641377),Adults Allowed,Q347-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:26:44 PM,407,Q-07
Q,Completely Locked,06/22/2020 02:46:20 PM,Q024,Q024-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Booth Memorial Ave & 160 St,Four Winds Playground,POINT (-73.80818476594429 40.742664715626226),Unknown,Q024-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 02:46:18 PM,407,Q-07
M,Completely Locked,06/04/2020 04:16:17 PM,M190,M190,,COVID-19 Closure,false,Not Applicable,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",Sheltering Arms Playground,POINT (-73.95626247777965 40.81528351878407),Adults Allowed,M190-CPA-0002,03/31/2020 07:11:11 PM,,109,M-09
X,Partially Locked,06/22/2020 10:02:38 AM,X211,X211,,Reopened,,,,Stebbins Playground,POINT (-73.89851728719871 40.822767330766645),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
X,Partially Locked,06/22/2020 11:12:54 AM,X187,X187-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E Gun Hill & Eastchester Rds, Arnow Ave, O'Neill Pl",Angelo Campanaro Plgd,POINT (-73.84209888449536 40.86800752267808),Adults Allowed,X187-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-12
X,Partially Locked,06/22/2020 10:33:49 AM,X136,X136-01,,Reopened,false,Not Applicable,Bedford Pk Blvd W And Paul Ave,Harris Playground,POINT (-73.89229182740533 40.87507751176841),Adults Allowed,X136-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-07
Q,Completely Locked,06/23/2020 12:29:08 PM,Q375,Q375,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,166 St. bet. 16 Ave. and 16 Rd.,Willets Point Playground,POINT (-73.79658464081956 40.78371156559551),Adults Allowed,Q375-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:29:06 PM,407,Q-07
R,Completely Locked,06/23/2020 09:54:54 AM,R097,R097,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Drumgoole Rd. E., N. Railroad St., Ida Ct.",Ida Court,POINT (-74.18668772752784 40.53850944917768),Adults not allowed in some locations,R097-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
X,Partially Locked,06/22/2020 11:10:44 AM,X157,X157,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Mace Ave. bet. Pauldings Ave. and Williamsbridge Rd.,Mazzei Playground,POINT (-73.85811059617457 40.86233210058629),Adults Allowed,X157-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-11
R,Completely Locked,06/22/2020 04:57:52 PM,R076,R076,,Reopened,false,Not Applicable,"Willowbrook Pkwy., Forest Ave. to Houston St.",Markham Playground,POINT (-74.14652329805074 40.622750199896096),Adults Allowed,R076-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
B,Completely Locked,06/22/2020 01:32:24 PM,B305,B305,,Reopened,false,Not Applicable,E. 103 St. to E. 104 St. between Ave. J and Ave. K,P.S. 279 Playground,POINT (-73.89329741356441 40.64462491899789),Adults not allowed in some locations,B305-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
X,Not Lockable,06/04/2020 04:16:17 PM,X148H2,X148H2,,Active,,,Prospect Ave. bet. N/B Cross Bronx Exwy. and Fairmount Pl.,Fairmount Playground,POINT (-73.88958619702956 40.84277947555324),,,03/31/2020 07:11:11 PM,,206,X-06
B,Completely Locked,06/22/2020 03:23:39 PM,B132,B132,,Reopened,false,Not Applicable,Mc Kibbin St. bet. White St. and Bogart St.,Gilbert Ramirez Park,POINT (-73.93478586815768 40.705914581033774),Adults Allowed,B132-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
R,Completely Locked,06/22/2020 01:48:04 PM,R034,R034,,Reopened,false,Not Applicable,"Forest Ave., Myrtle Ave., Broadway, N. Burgher Ave.",Austin J. McDonald Playground,POINT (-74.11501251278202 40.62939010459365),Unknown,R034-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
M,Completely Locked,06/22/2020 12:57:00 PM,M110,M110,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"W. 138 St., bet. Lenox Ave. and 5 Ave.",William McCray Playground,POINT (-73.93755567210778 40.815485307024595),Adults Allowed,M110-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
Q,Completely Locked,06/22/2020 02:22:02 PM,Q360J,Q360J,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",Crowley Playground,POINT (-73.880118422406 40.729454586085424),Unknown,Q360J-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 02:22:00 PM,404,Q-04
B,Completely Locked,06/22/2020 04:20:06 PM,B288,B288,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,6 Ave. between 18 St. and 19 St.,Slope Park Playground,POINT (-73.98940328207847 40.66134214752446),Adults Allowed,B288-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,307,B-07
X,Not Lockable,06/22/2020 10:09:56 AM,X010,X010-07,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Crotona E-Claremont, Charlotte",Carter Plgd (7),POINT (-73.89445982148537 40.83690050596134),Adults Allowed,X010-CPA-0006,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
