"borough","ClosureType","EditDate","FeatureType","PropID","PropName","PropNum","SiteName","Status","longitude","latitude","Approx.Date.Closed","Approx.Date.Reopened","button","content"
"Queens","Temporary Fencing","06/21/2020 08:02:29 PM","Exercise Equipment","Q381","Francis Lewis Playground","Q381","Francis Lewis Playground","Reopened",-73.7840316314891,40.7604368819328,"04/11/2020 07:29:59 PM","06/21/2020 12:30:00 PM","AdultExerciseEquip","Francis Lewis Playground, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","","04/09/2020 03:15:34 PM","Exercise Equipment","B057-ZN01","Marine Park","B057","Marine Park Zone 1","Active",-73.9364120127233,40.6082505198485,"","","AdultExerciseEquip","Marine Park, Brooklyn, NY<br/><b>Status: </b>Active<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","Completely Locked","06/23/2020 12:55:05 PM","Exercise Equipment","B073-20","Prospect Park","B073","Harmony Playground","Reopened",-73.9769634460577,40.6634652888445,"04/10/2020 03:54:00 PM","06/22/2020 12:00:00 AM","AdultExerciseEquip","Prospect Park, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Bronx","Completely Locked","06/22/2020 10:34:28 AM","Exercise Equipment","X038-02","Washington's Walk","X038","Fort #4 Playground","Reopened",-73.9008532264316,40.874664145208,"04/09/2020 03:52:15 PM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Washington's Walk, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Bronx","","06/22/2020 09:59:27 AM","Exercise Equipment","X307","Barretto Point Park","X307","Barretto Point Park","Reopened",-73.8883643806004,40.805000946996,"04/14/2020 12:10:33 PM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Barretto Point Park, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Manhattan","Temporary Fencing","06/22/2020 04:23:27 PM","Exercise Equipment","M186","Col. Young Playground","M186","Col. Young Playground","Reopened",-73.9355395825954,40.8192107201836,"04/13/2020 01:14:45 PM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Col. Young Playground, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Bronx","Partially Locked","06/22/2020 11:10:13 AM","Exercise Equipment","X122","Colucci Playground","X122","Colucci Playground","Reopened",-73.8345824799192,40.8527786197757,"04/20/2020 12:02:40 PM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Colucci Playground, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Manhattan","Completely Locked","06/19/2020 10:01:05 AM","Exercise Equipment","M033","Hamilton Fish Park","M033","Hamilton Fish Park","Reopened",-73.9807655539747,40.7197026382651,"04/10/2020 11:55:48 AM","06/19/2020 12:00:00 AM","AdultExerciseEquip","Hamilton Fish Park, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","Completely Locked","06/22/2020 01:58:18 PM","Exercise Equipment","B337","Century Playground","B337","Century Playground","Reopened",-73.9703945595076,40.5770178971507,"04/10/2020 04:48:07 PM","06/22/2020 12:00:00 AM","AdultExerciseEquip","Century Playground, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Queens","Temporary Fencing","06/21/2020 07:12:37 PM","Exercise Equipment","Q102-02","Juniper Valley Park","Q102","Juniper North Playground Tennis","Reopened",-73.8770958223488,40.7206548694851,"04/11/2020 06:19:09 PM","06/21/2020 07:12:34 PM","AdultExerciseEquip","Juniper Valley Park, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","Completely Locked","06/23/2020 02:56:00 PM","Exercise Equipment","B050","Van Voorhees Playground","B050","Van Voorhees Playground","Reopened",-73.9993216243683,40.6903114442468,"04/10/2020 12:32:15 PM","06/22/2020 12:00:00 AM","AdultExerciseEquip","Van Voorhees Playground, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Queens","Completely Locked","06/21/2020 07:54:48 PM","Exercise Equipment","Q014","Astoria Heights Playground","Q014","Astoria Heights Playground","Reopened",-73.9117425235616,40.7604208530154,"04/11/2020 05:27:29 PM","06/21/2020 01:00:00 PM","AdultExerciseEquip","Astoria Heights Playground, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","Completely Locked","06/22/2020 01:07:19 PM","Exercise Equipment","B387","Hilltop Playground","B387","Hilltop Playground","Reopened",-73.9143385981963,40.675325642314,"04/10/2020 05:03:14 PM","06/20/2020 12:00:00 AM","AdultExerciseEquip","Hilltop Playground, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Queens","Completely Locked","06/21/2020 07:49:34 PM","Exercise Equipment","Q414","Rocket Playground","Q414","Rocket Playground","Reopened",-73.8462785124084,40.6706678178842,"04/11/2020 06:48:44 PM","06/21/2020 02:30:00 PM","AdultExerciseEquip","Rocket Playground, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Bronx","Temporary Fencing","06/22/2020 09:37:20 AM","Exercise Equipment","X045-03","St. Mary's Park","X045","St Mary's Playground West","Reopened",-73.9132575856474,40.8127961999749,"04/10/2020 10:05:52 AM","06/21/2020 12:00:00 AM","AdultExerciseEquip","St. Mary's Park, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","Temporary Fencing","06/22/2020 01:56:18 PM","Exercise Equipment","B169-ZN04B","Coney Island Beach & Boardwalk","B169","Coney Island Beach Zone 4b","Reopened",-73.9761225885982,40.5728296585137,"05/08/2020 04:10:04 PM","06/22/2020 12:00:00 AM","AdultExerciseEquip","Coney Island Beach & Boardwalk, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","","04/09/2020 03:15:34 PM","Exercise Equipment","B016","Maria Hernandez Park","B016","Maria Hernandez Park","Active",-73.9238634006515,40.7031714432717,"","","AdultExerciseEquip","Maria Hernandez Park, Brooklyn, NY<br/><b>Status: </b>Active<br/><b>Features: </b>Exercise Equipment"
"Queens","","04/09/2020 03:18:23 PM","Exercise Equipment","Q162H","Beach 30th Street Playground","Q162H","Beach 30th Street Playground","Active",-73.762489336517,40.5924606537192,"","","AdultExerciseEquip","Beach 30th Street Playground, Queens, NY<br/><b>Status: </b>Active<br/><b>Features: </b>Exercise Equipment"
"Queens","","04/11/2020 01:19:59 PM","Exercise Equipment","Q215","Whitey Ford Field","Q215","Whitey Ford Field","Active",-73.9348355958943,40.7776469604362,"","","AdultExerciseEquip","Whitey Ford Field, Queens, NY<br/><b>Status: </b>Active<br/><b>Features: </b>Exercise Equipment"
"Brooklyn","Completely Locked","06/29/2020 09:20:56 AM","Exercise Equipment","B100","Seth Low Playground/ Bealin Square","B100","Seth Low Playground/ Bealin Square","Reopened",-73.9863623821369,40.6081384393859,"04/10/2020 03:58:34 PM","06/25/2020 12:00:00 AM","AdultExerciseEquip","Seth Low Playground/ Bealin Square, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Queens","","04/11/2020 07:21:17 PM","Exercise Equipment","Q021-ZN02","Cunningham Park","Q021","Cunningham Park Zone 2","Active",-73.7735900319262,40.72969374006,"","","AdultExerciseEquip","Cunningham Park, Queens, NY<br/><b>Status: </b>Active<br/><b>Features: </b>Exercise Equipment"
"Manhattan","Completely Locked","06/22/2020 04:23:44 PM","Exercise Equipment","M160","Fred Samuel Playground","M160","Fred Samuel Playground","Reopened",-73.9392367175391,40.8171557464738,"04/13/2020 01:15:20 PM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Fred Samuel Playground, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Manhattan","","04/09/2020 03:22:58 PM","Exercise Equipment","M042-ZN04","Inwood Hill Park","M042","Inwood Hill Park Zone 4 (Dyckman Fields)","Active",-73.9302748808981,40.8728418152752,"","","AdultExerciseEquip","Inwood Hill Park, Manhattan, NY<br/><b>Status: </b>Active<br/><b>Features: </b>Exercise Equipment"
"Queens","Completely Locked","06/23/2020 10:58:08 AM","Exercise Equipment","Q094","Tudor Park","Q094","Tudor Park","Reopened",-73.8521293858594,40.6726227422217,"04/11/2020 06:47:41 PM","06/21/2020 12:00:00 PM","AdultExerciseEquip","Tudor Park, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Bronx","Completely Locked","06/22/2020 09:55:40 AM","Exercise Equipment","X216","Abigail Playground","X216","Abigail Playground","Reopened",-73.9046419438737,40.8173138692528,"04/10/2020 10:07:23 AM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Abigail Playground, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Bronx","Completely Locked","06/22/2020 11:15:49 AM","Exercise Equipment","X169","Agnes Haywood Playground","X169","Agnes Haywood Playground","Reopened",-73.8618138158838,40.8802955891631,"04/10/2020 02:19:45 PM","06/21/2020 12:00:00 AM","AdultExerciseEquip","Agnes Haywood Playground, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
"Queens","Completely Locked","06/21/2020 07:05:01 PM","Exercise Equipment","Q002","Grover Cleveland Playground","Q002","Grover Cleveland Playground","Reopened",-73.9111448916002,40.7108996658878,"04/11/2020 06:21:30 PM","06/21/2020 10:00:00 AM","AdultExerciseEquip","Grover Cleveland Playground, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Features: </b>Exercise Equipment"
