Borough,ClosureType,EditDate,GISPropNum,Name,OMPPropID,ParkDistrict,PropertyName,Red Sign Installed,Status,SubPropertyName,System,Yellow Sign Removed,polygon,Approx Date Closed,Approx Date Reopened
Q,Completely Locked,06/21/2020 05:18:56 PM,Q099,Flushing Meadows Maloof Skate Plaza,Q099-ZN06,Q-15,Flushing Meadows Corona Park,true,Reopened,Pavilion & Astral Fountain,Q099-ZN06-SKATEPARK-01,,"POLYGON ((-73.8433101640278 40.743335545390174, -73.84326537024951 40.74333250375822, -73.84322195187573 40.743323591766654, -73.84318122724184 40.74330908046414, -73.84314443495053 40.743289411888775, -73.84311269247152 40.743265181902046, -73.84308696301694 40.743237128436135, -73.84306803074534 40.74320610264335, -73.84305646884394 40.74317304814018, -73.8430526289499 40.743138968574335, -73.84305662937817 40.74310489969235, -73.84306834691144 40.74307187691007, -73.84308742516636 40.74304090290586, -73.84311328531659 40.743012919719874, -73.84314514274388 40.74298877725926, -73.84318202722582 40.74296920811237, -73.84322281968352 40.74295480868864, -73.84326627946986 40.74294601494252, -73.84331108700837 40.74294309522836, -73.84335588052691 40.74294613684271, -73.8433992986726 40.74295504878425, -73.84344002313972 40.7429695591099, -73.84347681533951 40.74298922849222, -73.84350855782158 40.74301345747905, -73.8435342873673 40.74304151085161, -73.8435532198093 40.743072536568526, -73.84356478193969 40.74310559102224, -73.84356862209381 40.74313967057116, -73.84356462192522 40.743173739470784, -73.84355290462007 40.74320676230312, -73.84353382653401 40.74323773638369, -73.84350796528922 40.743265719661636, -73.84347610904281 40.74328986312375, -73.84343922447187 40.74330943146343, -73.84339843184166 40.74332383186359, -73.84335497182634 40.7433326256591, -73.8433101640278 40.743335545390174))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
B,Completely Locked,06/22/2020 01:38:09 PM,B018,Canarsie Skatepark,B018-ZN02,B-18,Canarsie Park,,Reopened,Canarsie Park Zone 2,B018-ZN02-SKATEPARK-01,,"POLYGON ((-73.90074590524101 40.62549478306923, -73.9007638422955 40.62548961695825, -73.9007826364067 40.62548671189056, -73.90080179815939 40.62548614308726, -73.90082083113566 40.625487926329235, -73.90083924137483 40.62549201436346, -73.90085655154948 40.62549830141769, -73.90087231278159 40.62550662501175, -73.90088611527646 40.62551676776744, -73.90089760130769 40.6255284682262, -73.90090647230708 40.62554142175549, -73.90091428191768 40.62554007770574, -73.9009222767556 40.625539752303816, -73.90093023106701 40.62554045345978, -73.9009379167731 40.6255421629667, -73.90094511648016 40.62554483020819, -73.90095162701193 40.625548381166624, -73.9009572629618 40.62555271392358, -73.90096186377235 40.6255577067706, -73.9009652996473 40.62556321641324, -73.9009674727188 40.62556908787775, -73.90096832177521 40.62557515451525, -73.90096782225415 40.62558124250408, -73.90096598741006 40.625587180756774, -73.9009628706792 40.62559280002145, -73.90095856093997 40.62559794098241, -73.90095317896233 40.62560245785934, -73.90094687740194 40.62560622200906, -73.90093983724823 40.625609126425516, -73.90093260006194 40.62563727856494, -73.90091928631601 40.62566411250826, -73.90090027296958 40.62568887304166, -73.90087416966179 40.625715040375724, -73.90085301127765 40.62574368209601, -73.90083719455642 40.62577426093678, -73.90082438763166 40.62579801372484, -73.90080723492918 40.62582011751114, -73.90078609051581 40.62584011423429, -73.90076139467597 40.62585758823184, -73.90074066775706 40.625870225353154, -73.9007225118678 40.62588497911296, -73.90070729384146 40.625901551756954, -73.90069532502318 40.62591960495964, -73.90068684825165 40.62593877151934, -73.90068277478778 40.625951896688434, -73.90067592487016 40.62596433326217, -73.90066648456167 40.62597574190456, -73.90065470961503 40.62598581215646, -73.90065458028107 40.62599171045376, -73.90065316163448 40.62599751038072, -73.900650490558 40.62600304807444, -73.90064664292498 40.6260081678104, -73.90064172768503 40.626012725599345, -73.90063588212658 40.62601659548692, -73.90062927188261 40.62601966595158, -73.90062208027452 40.62602185250277, -73.90061451068118 40.626023094080765, -73.90060677471887 40.62602335394716, -73.90059909104832 40.626022626887796, -73.90059167474838 40.626020931999626, -73.9005847337633 40.6260183171901, -73.90057846299766 40.62601485647046, -73.9005730395937 40.626010646349734, -73.90056861465942 40.62600580492697, -73.90056531327392 40.62600046828899, -73.90056322740152 40.62599478690233, -73.90054744050006 40.62598618858548, -73.90053352000405 40.62597588809649, -73.90052177640804 40.62596411803895, -73.90051247642977 40.62595114159636, -73.90048627044395 40.62590966075456, -73.90047362003405 40.625895723254814, -73.90045821086855 40.625883503359205, -73.9004404372329 40.62587331659028, -73.90042075731749 40.62586542269371, -73.9003996754906 40.6258600247225, -73.90037773167226 40.625857261823924, -73.90035549188731 40.625857203828225, -73.90033352462511 40.625859853029034, -73.90031239375095 40.62586514237638, -73.9002926443266 40.625872933663295, -73.90027478013644 40.62588302921301, -73.90025926251181 40.62589516827563, -73.90024112035437 40.625857168581085, -73.9002868764029 40.62584382023679, -73.90033449303118 40.625835031021396, -73.90038319352422 40.62583094434286, -73.90038794643209 40.62582983271616, -73.90039238112428 40.62582811926584, -73.9003963651551 40.62582585250537, -73.90039978259487 40.62582310167442, -73.90040253286371 40.62581994593167, -73.90040453545393 40.62581647796109, -73.90040573111611 40.62581280127119, -73.9004060842347 40.62580902209258, -73.90040558518677 40.62580525298206, -73.90040424798995 40.6258016047157, -73.90040211267042 40.62579818358957, -73.90039924171842 40.62579509051607, -73.90039571891197 40.62579241742091, -73.90039164814264 40.62579024183863, -73.90036911290159 40.625777517768874, -73.90034969482596 40.625762095735574, -73.90033394403021 40.62574441206918, -73.90032230534267 40.62572496694567, -73.90031510887063 40.62570431087059, -73.9003125582058 40.62568302845905, -73.9003147257231 40.62566172132185, -73.90032154905957 40.62564099185286, -73.9003328358668 40.625621427023866, -73.90034826620249 40.625603580376385, -73.90036740437223 40.62558795672322, -73.90038970840679 40.6255749977484, -73.90041454780801 40.625565070316476, -73.90042302944428 40.625560883938974, -73.90043045955072 40.62555566375307, -73.9004366239758 40.625549562662144, -73.9004413463578 40.625542754314, -73.900444488121 40.62553543580285, -73.90044596149124 40.62552781777465, -73.90044572241125 40.62552011991827, -73.90044377764244 40.625512563767636, -73.90044018477332 40.62550536729845, -73.90043504513963 40.62549873681755, -73.90042850855627 40.625492864265375, -73.90041056791819 40.625481404010685, -73.90039496427538 40.62546810511393, -73.90038202105954 40.62545324071409, -73.90037200373762 40.625437118119585, -73.9003651186448 40.62542006890152, -73.90036246327459 40.62541429336316, -73.90035862423103 40.62540891753048, -73.90035370058368 40.625404081970515, -73.90034782097077 40.62539991286735, -73.90034113887974 40.625396516615474, -73.90033382791448 40.625393983417155, -73.90032607708075 40.6253923782737, -73.90031808723835 40.62539174278315, -73.90031006873834 40.62539209423761, -73.90030222842661 40.62539342291087, -73.90017272662995 40.62541975792376, -73.90015766329658 40.625385835742655, -73.90030978362842 40.62535983464352, -73.90032540759638 40.625360286743735, -73.90034074274837 40.62536261257472, -73.90035540269257 40.625366754168304, -73.90036902238245 40.62537260584757, -73.90038125692105 40.62538002323074, -73.90039180284172 40.625388818747034, -73.90040039336436 40.62539877243879, -73.90040681493804 40.62540963467723, -73.90041090486633 40.62542113336462, -73.90041758512224 40.62543526921863, -73.90042708565143 40.62544843405222, -73.9004391741055 40.625460303476025, -73.90045355189953 40.62547058636266, -73.90046986366332 40.62547902755632, -73.9004877078606 40.62548541958883, -73.90050664624086 40.62548960538968, -73.9005262097442 40.625491480992636, -73.90054591858642 40.625491000956366, -73.90055461324421 40.62548582147925, -73.90056433554538 40.62548184148312, -73.90057480402768 40.62547917599091, -73.90058571364597 40.62547790308393, -73.90059674878013 40.625478059410504, -73.90060758796064 40.62547964109055, -73.90061791923901 40.62548260012693, -73.90062744017415 40.62548685341049, -73.90063587675296 40.625492275532174, -73.90065012643481 40.62549892738475, -73.90066566732062 40.62550360821125, -73.90068203513215 40.625506178029354, -73.90069873949784 40.62550655807, -73.90071527930587 40.625504738894996, -73.90073115926005 40.62550077410799, -73.90074590524101 40.62549478306923), (-73.90088674309578 40.625574711400084, -73.90088022454674 40.62557815117179, -73.90087304071669 40.62558070875986, -73.90086539618218 40.62558231139853, -73.90085750611573 40.62558291424719, -73.90084959628805 40.62558249858958, -73.90084188887595 40.62558107812511, -73.90083460483697 40.625578691766854, -73.90082794853777 40.625575408130594, -73.90082211130931 40.625571319234766, -73.90081725726128 40.62556654228859, -73.90081352329288 40.62556121248847, -73.90081101673165 40.62555548121446, -73.90080980943335 40.62554950972195, -73.90080993305467 40.625543469137035, -73.90081138615909 40.62553753055742, -73.90081412713087 40.62553186144399, -73.90081807772513 40.62552662292235, -73.90079873491518 40.6255225655983, -73.90077878093841 40.62552097967231, -73.90075875585738 40.62552190703425, -73.90073920101557 40.62552532293686, -73.90071270858468 40.625530226808515, -73.90068558681044 40.62553233671577, -73.90065834042449 40.62553161347143, -73.90063147762557 40.62552807102251, -73.90061471676714 40.6255243526937, -73.90061198239013 40.62552399462432, -73.90059855075954 40.62552357057369, -73.90058554836968 40.62552538468612, -73.90057359229776 40.625529351045486, -73.90056331989729 40.62553526038208, -73.90055532030881 40.62554273948989, -73.90054986581417 40.625551489632116, -73.90054716730829 40.62556116429121, -73.9005472996637 40.6255714870723, -73.90055343525866 40.62560376613411, -73.90055885520738 40.625615825189655, -73.90056642199384 40.62562675054537, -73.9005767693468 40.62563718121792, -73.90058970760397 40.625646699200985, -73.90060530523704 40.62565535768364, -73.90062360594574 40.62566317741453, -73.90063489877376 40.625668884768515, -73.90064553980706 40.625676562797445, -73.90066218547737 40.62569576096938, -73.9006713919306 40.625715190449306, -73.90067396958838 40.625732707799834, -73.9006700072941 40.625748968677165, -73.90065943984439 40.62576410359966, -73.90064205775326 40.625778304195435, -73.90061785520558 40.62579150471835, -73.90058678488477 40.62580373033773, -73.90054881367642 40.62581499362663, -73.90053827179564 40.62582008325411, -73.90052897377008 40.62582642658076, -73.90052117396738 40.62583385002658, -73.9005150842514 40.62584215025757, -73.90051087160754 40.62585110138787, -73.9005086510447 40.62586045947613, -73.9005084832246 40.62586996702612, -73.90051037325824 40.625879367393935, -73.90051426834752 40.62588840118393, -73.90052006248705 40.62589682336253, -73.9005453291088 40.62593973341057, -73.90054835453837 40.62594624408917, -73.90055278006395 40.62595227149873, -73.9005584794784 40.62595764353057, -73.90056528636558 40.62596220425046, -73.90057300708781 40.62596582291539, -73.90058141960131 40.6259683957732, -73.90059028172408 40.6259698496722, -73.90059933822901 40.625970141166675, -73.90060833028811 40.62596926372913, -73.90061699784724 40.62596724054835, -73.9006250926177 40.625964130844146, -73.90063238044833 40.62596002446625, -73.90063865433014 40.6259550392042, -73.90064373203693 40.62594931808334, -73.90064746913266 40.62594302487375, -73.90064975661174 40.62593634138654, -73.90065052918307 40.62592946027669, -73.90064976528062 40.62592257783912, -73.90064748588287 40.62591589310692, -73.9006437580745 40.62590959704831, -73.900638686773 40.625903872559526, -73.90063242065702 40.62589888186251, -73.90062513679604 40.62589477009397, -73.90061889448464 40.62589125627038, -73.90061353027716 40.625886983166254, -73.90060919763302 40.625882076987274, -73.90060602634951 40.62587668012798, -73.90060410719809 40.625870950258026, -73.900603496659 40.625865055823645, -73.90060421338757 40.625859167939915, -73.90060623585306 40.62585345858753, -73.9006095035287 40.625848095210955, -73.9006139239926 40.62584323442071, -73.9006193646599 40.62583901838435, -73.90062566933584 40.62583557033802, -73.90063265231312 40.62583299007882, -73.90064011019112 40.62583135397506, -73.90064782542922 40.62583070956629, -73.90065557107455 40.62583107556727, -73.90066312258234 40.62583244097768, -73.90067025781308 40.625834766883315, -73.90068834529994 40.62583659255519, -73.90070657463251 40.625836023862774, -73.90072440565456 40.62583307744945, -73.90074130755934 40.62582784110813, -73.90075677662263 40.62582047109499, -73.9007703551224 40.625811185842004, -73.90078163843728 40.62580026146044, -73.90079029160653 40.6257880227498, -73.9007960564361 40.625774833298145, -73.90081266179794 40.62573928517087, -73.9008363584995 40.625706153851134, -73.90086656382964 40.62567625290271, -73.90087892946465 40.625663912925944, -73.9008884263363 40.62565017556857, -73.90089478912834 40.62563542602528, -73.90089783994827 40.62562007478062, -73.90089749306382 40.62560455130927, -73.90089375965462 40.625589287870575, -73.90088674309578 40.625574711400084))",04/09/2020 07:11:11 PM,06/22/2020 12:00:00 AM
Q,Completely Locked,06/21/2020 05:18:56 PM,Q128,London Planetree Playground,Q128,Q-09,London Planetree Playground,,Reopened,,Q128-SKATEPARK-01,,"POLYGON ((-73.85326431513951 40.68642402140837, -73.85325024457 40.68643165333946, -73.85323470179544 40.68643739771301, -73.85321812132128 40.68644109479101, -73.85320096473298 40.686442643403645, -73.85318370768904 40.6864419982313, -73.85316683280304 40.68643917880052, -73.85315080836607 40.686434262252845, -73.85313608005706 40.68642738693627, -73.85312305795264 40.68641874248268, -73.8531121058774 40.68640857069516, -73.85310352723252 40.68639715472333, -73.85309756146255 40.686384811854495, -73.85309313315453 40.68636406374103, -73.85308492137736 40.68634399518833, -73.85307309087727 40.68632500263252, -73.85305787387479 40.68630746188375, -73.85304874951527 40.68629675751806, -73.85304203232155 40.686285066559904, -73.85303790023647 40.686272699914596, -73.8530364637336 40.686259986411486, -73.8530377599204 40.68624726469163, -73.85304175611078 40.68623487240632, -73.85304834392858 40.68622313810481, -73.85305734878344 40.68621237584341, -73.85306853226852 40.686202870780406, -73.85308159690051 40.68619487558003, -73.8530961944182 40.68618860231856, -73.85311193643722 40.68618421889595, -73.85312840629736 40.6861818409464, -73.85314516379246 40.68618153274483, -73.85318455871224 40.686183351624685, -73.85322379326311 40.686180100387496, -73.8532617516875 40.686171872164714, -73.85329734986037 40.6861589006099, -73.85332957552059 40.686141555447136, -73.85335750958951 40.68612033169178, -73.85337045249636 40.68611172035126, -73.85338512215063 40.68610489963197, -73.85340109697866 40.68610006801006, -73.8534179165 40.68609736447813, -73.85343509316102 40.68609686675968, -73.85345213363183 40.686098589535014, -73.85346854590813 40.6861024826494, -73.85348385468335 40.68610843383407, -73.85349761908708 40.686116271430265, -73.85350944332201 40.6861257689055, -73.85351898492449 40.686136653868964, -73.85352596895453 40.686148610790966, -73.8535301938808 40.68616129451819, -73.85353487853054 40.686187111039416, -73.85354403755598 40.68621222274885, -73.85355750869462 40.68623618188293, -73.85357505155967 40.68625856219083, -73.85357999566095 40.68627020943798, -73.85358241666367 40.68628231093619, -73.85358225019519 40.68629455142344, -73.85357950168606 40.68630661212434, -73.8535742416202 40.68631817884876, -73.85356660669692 40.68632895189882, -73.85355679745282 40.68633865146906, -73.85354506641825 40.68634702393526, -73.853531720462 40.68635385176272, -73.85351710658527 40.68635895799115, -73.85350160363316 40.686362209826214, -73.85348561637154 40.68636352223398, -73.85344497438453 40.68636174689492, -73.853404482342 40.68636494887832, -73.85336518735052 40.68637304577081, -73.8533281036718 40.686385829046436, -73.85329418787119 40.68640296853729, -73.85326431513951 40.68642402140837))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
B,Completely Locked,06/29/2020 09:55:19 AM,B380,Robert Venable Skatepark,B380,B-05,Robert E. Venable Park,,Reopened,,B380-SKATEPARK-01,,"POLYGON ((-73.86567797161395 40.674756215727086, -73.86566585852057 40.67471117038276, -73.8658604945971 40.6746808285565, -73.86587260899923 40.674725873881854, -73.86567797161395 40.674756215727086))",04/09/2020 07:11:11 PM,06/29/2020 12:00:00 AM
M,Completely Locked,06/22/2020 03:31:44 PM,M071,Riverside Park Skatepark,M071-21,M-14,Riverside Park,true,UnderConstruction,,M071-21-SKATEPARK-01,,"POLYGON ((-73.97062187242592 40.804578544366805, -73.97106343260268 40.80475363012028, -73.97055891580877 40.80548828752516, -73.97011735090042 40.80531319985954, -73.97062187242592 40.804578544366805))",04/09/2020 07:11:11 PM,
Q,Completely Locked,06/21/2020 05:18:56 PM,Q015,Forest Park Skatepark,Q015-05,Q-16,Forest Park,true,Reopened,Greenhouse Playground,Q015-05-SKATEPARK-01,,"POLYGON ((-73.85587600637525 40.701759026420575, -73.85583026726432 40.70148353909716, -73.85634504956549 40.70143748303293, -73.85638578912176 40.70170915204089, -73.85587600637525 40.701759026420575))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
B,Completely Locked,06/23/2020 03:14:01 PM,B145,Thomas Greene Skate Spot,B145,B-06,Thomas Greene Playground,,Reopened,,B145-SKATEPARK-01,,"POLYGON ((-73.98534535168307 40.6802643599654, -73.98504023554229 40.68014495122233, -73.98516655982132 40.67995233314937, -73.98547402336833 40.68007138435256, -73.98534535168307 40.6802643599654))",04/09/2020 07:11:11 PM,06/22/2020 12:00:00 AM
B,Completely Locked,06/23/2020 03:33:52 PM,B058,McCarren Park Skatepark,B058-ZN01,B-01,McCarren Park,,Reopened,McCarren Park Zone 1,B058-ZN01-SKATEPARK-01,,"POLYGON ((-73.94995887260497 40.71944329565079, -73.94979954546338 40.71945841519096, -73.94977440745909 40.719457271385856, -73.94974984580661 40.7194530462818, -73.94972650665181 40.719445849123034, -73.94970500767181 40.71943587198869, -73.94968591678018 40.719423377176476, -73.94966973792589 40.71940869449448, -73.94963444897544 40.719378776729144, -73.94959443250809 40.71935252826225, -73.94955034152264 40.719330378918265, -73.94950289771342 40.719312689213154, -73.94945287490206 40.71929974854618, -73.94940109194154 40.71929176889376, -73.94935756350127 40.719292654767706, -73.94934955854796 40.719235742618864, -73.94938009215309 40.71923396943595, -73.94937892665953 40.719222651314325, -73.94941219951622 40.719221772633105, -73.94941336541116 40.719232569359384, -73.94951201103149 40.71922844239877, -73.94979695980584 40.71925358497165, -73.94985495409504 40.7192662921273, -73.94990964004671 40.71928571291713, -73.94995968770866 40.71931137400002, -73.95000387375805 40.719342648996275, -73.95004112291079 40.71937877741567, -73.95005359184198 40.719454431063426, -73.94999291493785 40.71945969071776, -73.94999137070873 40.719456109619536, -73.9499890427699 40.71945278392569, -73.94998599969497 40.719449810920985, -73.94998233136859 40.71944727889446, -73.94997814543864 40.71944526263512, -73.94997356850033 40.71944382343262, -73.94996873426484 40.7194430027684, -73.94996378710844 40.71944282501906, -73.94995887260497 40.71944329565079))",04/09/2020 07:11:11 PM,06/23/2020 12:00:00 AM
B,Completely Locked,06/23/2020 03:15:02 PM,B066,Owl's Head Millenium Skatepark,B066,B-10,Owl's Head Park,,Reopened,,B066-SKATEPARK-01,,"POLYGON ((-74.03034924624447 40.64095688278277, -74.03035094782078 40.640947440397376, -74.03035053800389 40.64093791482099, -74.0303480299223 40.640928578006736, -74.03034349344564 40.640919695588984, -74.03033705991079 40.640911521479076, -74.03032891029615 40.64090428886318, -74.0303192799476 40.64089820479826, -74.03030844202452 40.64089344211137, -74.03029670749898 40.64089013759918, -74.03028440860183 40.64088838392723, -74.03027189882441 40.64088823323241, -74.03022347601978 40.6408882486709, -74.03022195228772 40.640849280934646, -74.03029389084868 40.640846879233834, -74.0303027559023 40.6408390171727, -74.03031317368308 40.6408323505901, -74.03032486882546 40.64082705425889, -74.03033753521287 40.640823269640784, -74.03035083715459 40.640821094080124, -74.03036442712147 40.64082058710266, -74.03037794574051 40.6408217596094, -74.03039103598502 40.64082458287818, -74.03040335617511 40.640828981355945, -74.03069481771442 40.64089425545479, -74.03073696810068 40.64089203162221, -74.03074728526657 40.64088515790794, -74.03075895547563 40.640879682336084, -74.0307716560665 40.640875757180176, -74.03078503598653 40.640873492397084, -74.03079872406367 40.64087294842076, -74.03081234083088 40.6408741424626, -74.03097500368133 40.6409098376401, -74.03097946036094 40.64091217328503, -74.03098338056988 40.64091501246417, -74.03098666851945 40.64091828406246, -74.03098924378523 40.64092190885592, -74.0309910401231 40.640925795009636, -74.03099201611309 40.64092984798032, -74.0309921457009 40.64093396781749, -74.03099142647434 40.64093805186265, -74.03098987611894 40.64094199925299, -74.030915682222 40.64114156421258, -74.03091205826865 40.64114538878821, -74.03090765502752 40.641148705680784, -74.0309025930377 40.64115142300488, -74.03089701176107 40.64115346598, -74.03089106485491 40.64115477963305, -74.03088491425999 40.64115532699932, -74.03087873020284 40.64115509362471, -74.03087268055472 40.641154084867274, -74.03031977829959 40.64102973979967, -74.03034924624447 40.64095688278277))",04/09/2020 07:11:11 PM,
X,Completely Locked,06/22/2020 09:40:23 AM,X348,River Avenue Skatepark,X348-02,X-04,River Avenue Parks,,Reopened,River Avenue Parks,X348-SKATEPARK-01,,"POLYGON ((-73.92708768919606 40.8256027726998, -73.92675190970012 40.82548593940279, -73.92688575754104 40.82527445286449, -73.92702615242833 40.82509799329068, -73.92734746084473 40.82516712462339, -73.9272989798657 40.82524842864908, -73.92708768919606 40.8256027726998))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
X,Completely Locked,06/22/2020 09:44:19 AM,X034,Mullaly Skatepark,X034-ZN01,X-04,Mullaly Park,,Reopened,Mullaly Park Zone 1,X034-SKATEPARK-01,,"POLYGON ((-73.9246003455497 40.83095313580781, -73.92460924837172 40.83095787553001, -73.92461707833982 40.830963605094695, -73.92462364711037 40.83097018480226, -73.92462879718342 40.830977457863845, -73.92463240308953 40.83098524860115, -73.92463437849666 40.83099336875448, -73.92463467620273 40.831001623786086, -73.92463328813366 40.831009814681444, -73.9246302488941 40.83101774335412, -73.92450216411392 40.83123040240018, -73.92451972273653 40.83123613203613, -73.92439778099912 40.831443335278976, -73.92409550735194 40.831344498319844, -73.92433873388114 40.830923598429735, -73.92434379294613 40.830915998869834, -73.92435049311241 40.83090917120988, -73.92435863734902 40.83090331793176, -73.92436798242085 40.83089861357163, -73.92437825193873 40.8308951966242, -73.92438914110267 40.830893168645325, -73.92440032619116 40.83089258975584, -73.92441147641775 40.83089347774865, -73.92442226104708 40.83089580539229, -73.9246003455497 40.83095313580781))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
X,Completely Locked,06/22/2020 11:09:20 AM,X183,Bruckner Playground Skatepark,X183,X-10,Bruckner Playground,,Reopened,,X183-SKATEPARK-01,,"POLYGON ((-73.82910897363088 40.826932241791646, -73.82883393984416 40.8268538049306, -73.82891353999733 40.826697864228194, -73.82918700367257 40.82677629857659, -73.82910897363088 40.826932241791646))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
X,Completely Locked,06/22/2020 10:51:41 AM,X002,Bronx Park Skatepark,X002-ZN03,X-06,Bronx Park,,Reopened,Bronx Park Zone 3,X002-ZN03-SKATEPARK-01,,"POLYGON ((-73.87144701430084 40.8671686689946, -73.87140901863677 40.86717824929347, -73.87136943957898 40.86718282829465, -73.87132941020376 40.86718227488815, -73.8712900763521 40.86717660475937, -73.8712525657891 40.86716597945447, -73.87121795380686 40.86715070454094, -73.87118723003435 40.86713121696331, -73.87116127591864 40.86710807511201, -73.87114083391646 40.86708194167944, -73.87112649092312 40.86705356563105, -73.87111865696511 40.86702375966906, -73.87111755694116 40.866993377710486, -73.87112322118176 40.86696329056319, -73.87113548906063 40.86693435891515, -73.87115400785018 40.86690741262221, -73.87117824701126 40.86688322280893, -73.87120751365029 40.866862482976224, -73.87126963620337 40.86691662942215, -73.87132507043579 40.86697480977465, -73.8713733641327 40.86703654988147, -73.87141412325441 40.86710134593856, -73.87144701430084 40.8671686689946))",04/09/2020 07:11:11 PM,06/21/2020 12:00:00 AM
B,Completely Locked,06/22/2020 01:46:23 PM,B057,Marine Park Skatepark,B057-06,B-18,Marine Park,,Reopened,Seba Playground,B057-06-SKATEPARK-01,,"POLYGON ((-73.91996794995755 40.588848379685004, -73.91996219015955 40.588856292176196, -73.91995483192295 40.58886339308231, -73.91994606801319 40.58886949702958, -73.91993612778566 40.58887444298364, -73.91992527245053 40.588878102351394, -73.91991378326085 40.588880378972654, -73.91990196386912 40.5888812136242, -73.91988126648035 40.58888182595896, -73.91986094651662 40.58888488527584, -73.91984149782711 40.588890317176165, -73.9198233942503 40.588897988713455, -73.91980707661408 40.58890771378769, -73.91979668345779 40.588916021968735, -73.91978463589369 40.588922909768705, -73.91977126489547 40.58892819100976, -73.91975693446358 40.588931720060806, -73.91974203807054 40.58893340084039, -73.91975058272745 40.58897510285237, -73.91972659263288 40.58897517434647, -73.91970295009544 40.5889720744343, -73.91968036966135 40.58896589726997, -73.91965953623357 40.58895682974148, -73.91964107909003 40.5889451460489, -73.91962555889879 40.58893120049139, -73.91961344528896 40.58891541484376, -73.91960510387123 40.58889826664033, -73.91960078680368 40.58888027656108, -73.91960062690922 40.58886198861561, -73.91960462824373 40.58884395572829, -73.91965540161715 40.58885590426874, -73.91965952357243 40.588844620888395, -73.91966611348779 40.588834040741226, -73.91967497962565 40.58882447527398, -73.91968585822961 40.58881620526513, -73.91969843125186 40.58880947363327, -73.91971480538669 40.5887969614933, -73.91972817201665 40.58878252102996, -73.91973814792 40.58876656711798, -73.91974444668634 40.58874955792476, -73.91974966188297 40.588737766508764, -73.91975735198957 40.58872678999372, -73.91976730756465 40.58871692810732, -73.91977925659695 40.58870845081607, -73.91979287278726 40.58870158752514, -73.9198077849982 40.58869652708487, -73.91982358671731 40.58869340699124, -73.91984840303456 40.58869379171821, -73.91987277728546 40.588697363985276, -73.91989601147907 40.58870402244731, -73.91991743726274 40.588713575728335, -73.91993644072066 40.58872574874176, -73.91995247417374 40.58874019260466, -73.91996507979385 40.58875649365902, -73.91997389549948 40.58877418248097, -73.9199786667465 40.58879275189929, -73.91997925714499 40.58881166961011, -73.91997565080668 40.5888303907856, -73.91996794995755 40.588848379685004))",04/09/2020 07:11:11 PM,06/22/2020 12:00:00 AM
