Borough,ClosureType,EditDate,GISPropNum,Name,OMPPropID,ParkDistrict,PropertyName,Red Sign Installed,Status,SubPropertyName,System,Yellow Sign Removed,polygon,Approx Date Closed,Approx Date Reopened
R,Completely Locked,07/06/2020 02:27:54 PM,R097,Ida Court Dog Run,R097,R-03,Ida Court,true,Reopened,,R097-DOGAREA0013,,"POLYGON ((-74.18741640802779 40.53834544277185, -74.18718731884343 40.53817283562428, -74.18732000572179 40.53804681528737, -74.18755096720577 40.53821870409315, -74.18741640802779 40.53834544277185))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
B,Completely Locked,07/06/2020 12:50:14 PM,B025,Cooper Park Small Dog Run,B025,B-01,Cooper Park,,Reopened,,B025-DOGAREA0005,,"POLYGON ((-73.93633586930189 40.715423505734165, -73.9361649294871 40.715467926913284, -73.93609844210265 40.715319799272464, -73.93629195352761 40.715325665286485, -73.93633586930189 40.715423505734165))",04/09/2020 02:02:04 PM,07/06/2020 12:00:00 AM
B,Completely Locked,07/06/2020 12:50:14 PM,B025,Cooper Park Large Dog Run,B025,B-01,Cooper Park,,Reopened,,B025-DOGAREA0004,,"POLYGON ((-73.9361649294871 40.715467926913284, -73.93599109745003 40.71551309995769, -73.93590165727656 40.71531383385548, -73.93609844210265 40.715319799272464, -73.9361649294871 40.715467926913284))",04/09/2020 02:02:04 PM,07/06/2020 12:00:00 AM
M,Completely Locked,07/06/2020 03:18:56 PM,M071,Riverside Park South Dog Run,M071-ZN02,M-14,Riverside Park,,Reopened,Running Track And 78th St. Ballfields,M071-DOGAREA0020,,"POLYGON ((-73.98772926764407 40.78113544925191, -73.98771907898568 40.781145097043584, -73.9875986977809 40.781251824233586, -73.98746452829657 40.78133758251336, -73.98731406276914 40.781408090646394, -73.9871899282949 40.78146716513968, -73.9870516126142 40.781559476326855, -73.98700310242442 40.78153766881778, -73.98741758244074 40.78096803846577, -73.98743783444495 40.78097891693649, -73.98772926764407 40.78113544925191))",04/09/2020 01:40:49 PM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:46:18 PM,X092,Dog Bone Run,X092-ZN14,X-13,Van Cortlandt Park,true,Reopened,Gun Hill Meadow,X092-DOGAREA0020,,"POLYGON ((-73.88278270889646 40.883788119949024, -73.88278358272188 40.883793853336904, -73.88278314305248 40.88379961600741, -73.88278140087286 40.88380523417765, -73.88277841105463 40.88381054131323, -73.88277426167875 40.88381537811726, -73.8827690763938 40.88381960063728, -73.88276301085341 40.88382308206261, -73.88275624558635 40.883825719020535, -73.8827489836235 40.883827431573714, -73.88274144099312 40.883828170414866, -73.8827338431711 40.8838279114598, -73.88272641794741 40.88382666394485, -73.88271938713206 40.88382446411491, -73.88271295942937 40.88382137881817, -73.88270732926301 40.883817499201555, -73.88270266253635 40.88381294159652, -73.88269910020126 40.88380784212, -73.88269674758654 40.88380235306153, -73.88269567677666 40.88379663928347, -73.88269591713498 40.88379087010728, -73.8826974636084 40.88378521932188, -73.88270026962816 40.883779854370424, -73.88270425066911 40.8837749363541, -73.88270576199982 40.88377239131265, -73.88270674441168 40.88376970165577, -73.88270717525351 40.8837669285935, -73.8827070425429 40.883764138749754, -73.88270635209803 40.883761396965575, -73.88270511804396 40.88375876718979, -73.88270336993328 40.88375631158606, -73.8827011491946 40.883754086026684, -73.8826950394719 40.883750331990164, -73.88268986600531 40.8837458396051, -73.88268578043139 40.88374074139726, -73.88268290587756 40.88373518877378, -73.88268132392353 40.88372934480586, -73.88268108409945 40.88372338063637, -73.88268219083777 40.88371747366578, -73.88268461298289 40.88371179765644, -73.88268827904982 40.883706520026124, -73.88269308079497 40.88370179554853, -73.88269887559208 40.88369776455452, -73.8827054947506 40.88369454573687, -73.88271274233374 40.883692233447356, -73.88272040346737 40.88369089590459, -73.88272825264967 40.88369057250085, -73.88273605968395 40.88369127380801, -73.88274359324409 40.88369297797938, -73.88275063273153 40.88369563526414, -73.88275696827517 40.8836991680073, -73.88276241378284 40.88370347066298, -73.88276681048781 40.88370841700181, -73.88277002694734 40.88371386101155, -73.88277196852506 40.88371964230946, -73.88291471261684 40.883700695977176, -73.88291399189339 40.88369493122844, -73.88291456564573 40.883689156086525, -73.88291641815418 40.88368353802609, -73.88291949692774 40.883678239081476, -73.88292371152372 40.88367341224366, -73.88292894067783 40.883669195164, -73.88293503586397 40.883665710158, -73.88294181774539 40.88366305789811, -73.88294909516351 40.88366131473188, -73.88295665446428 40.883660529969234, -73.88296428085143 40.88366072770548, -73.8829717524639 40.88366190141228, -73.882978855795 40.88366401665467, -73.8829853845013 40.88366701379136, -73.88299115127057 40.88367080618577, -73.88299599018843 40.88367528381048, -73.88299976147614 40.88368031775416, -73.88300235623059 40.883685763828666, -73.88300370116676 40.88369146437456, -73.8830037550458 40.88369725546137, -73.88300251816214 40.88370296959889, -73.88300002521194 40.883708442933546, -73.8829963488478 40.8837135179537, -73.88299159374027 40.883718047085445, -73.8829907925116 40.883720942239506, -73.88299064967619 40.883723898393676, -73.88299116894407 40.883726830005415, -73.88299233504 40.88372965241352, -73.88299411607318 40.88373228364121, -73.88299645878492 40.88373464799361, -73.88299929566764 40.88373667606479, -73.88300254495519 40.88373831014062, -73.88300796809445 40.88374185004942, -73.88301250377097 40.88374604731452, -73.88301601694712 40.883750775730874, -73.88301840346091 40.88375589381661, -73.88301958883588 40.8837612466125, -73.88301953894246 40.88376667559827, -73.88301825525697 40.883772015986324, -73.88301577721363 40.88377710843033, -73.88301217745862 40.88378179902061, -73.88300756420789 40.883785948291234, -73.88300207768853 40.88378943031608, -73.8829958806316 40.883792141703914, -73.88298916064628 40.88379400070057, -73.88298211834736 40.88379495167912, -73.8829749661685 40.883794965138826, -73.88296791767615 40.88379404219671, -73.88296118401917 40.88379220918105, -73.88295496917524 40.88378952212887, -73.88294945928355 40.88378606047198, -73.88294481908011 40.8837819297345, -73.88294118716826 40.883777252523295, -73.88293867482874 40.883772170327866, -73.88293735535707 40.88376683450439, -73.88278270889646 40.883788119949024))",04/22/2020 10:52:05 AM,07/06/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B111A,Washington Park Dog Run,B111A,B-06,Washington Park,,Reopened,,B111A-DOGAREA0027,,"POLYGON ((-73.9858087835966 40.672865284752234, -73.98573110653143 40.67282534090055, -73.98583064212099 40.67271313190577, -73.98599022133958 40.672791063118346, -73.98574124280428 40.67308978202483, -73.98565501597503 40.67304762990042, -73.98580813411105 40.672866054612584, -73.9858087835966 40.672865284752234))",04/10/2020 10:04:53 AM,07/07/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 09:42:17 AM,Q471,Hunters Point South Park Dog Run,Q471-ZN01,Q-02,Hunter's Point South Park,,Reopened,Hunter's Point South Park Zone 1,Q471-DOGAREA0017,,"POLYGON ((-73.9601116258101 40.743399910970055, -73.9599444635792 40.74333056164928, -73.95997585147636 40.74323132589228, -73.96050637694167 40.74333571659689, -73.9604668095285 40.743363258533655, -73.96042222723045 40.74338594049879, -73.96037365332712 40.743403242345536, -73.96032220101145 40.743414768229385, -73.96026905088969 40.743420252904286, -73.9602154213745 40.74341957071775, -73.9601625426344 40.743412738303824, -73.9601116258101 40.743399910970055))",04/09/2020 01:53:32 PM,07/06/2020 08:45:00 AM
M,Completely Locked,07/06/2020 01:06:43 PM,M042,Homer's Dog Run,M042-ZN01,M-12,Inwood Hill Park,true,Reopened,Inwood Hill Park Zone 1,M042-DOGAREA0011,,"POLYGON ((-73.92179248756099 40.87085776914002, -73.9217965339098 40.870859765564305, -73.92180512538765 40.87086328959576, -73.9218140638855 40.87086627627001, -73.92182329367236 40.870868705738296, -73.92183275189655 40.87087056084887, -73.92184237688419 40.87087183165441, -73.9218521081475 40.870872508208585, -73.92186187926006 40.8708725868644, -73.92187162735115 40.8708720666788, -73.92188128954353 40.870870952111694, -73.92189080177276 40.870869248522666, -73.92190010233838 40.87086696847685, -73.92190912953808 40.870864126340265, -73.92191782640789 40.87086074188531, -73.92192495201401 40.87087004155105, -73.92193142603192 40.87087962623045, -73.92193722951521 40.87088946709513, -73.92194234707496 40.87089953621963, -73.92194676213721 40.87090980477722, -73.92195046287397 40.870920243043884, -73.92195343864347 40.87093082129631, -73.92195568117853 40.870941508011846, -73.92195718220992 40.87095227346888, -73.92195794058912 40.87096308524902, -73.9219579516055 40.870973913633, -73.9219575646318 40.87101455872915, -73.9219569479562 40.871032598702385, -73.92162004771855 40.87151755274484, -73.9215651951874 40.871539203743005, -73.92155048333771 40.87154501089885, -73.92154987079488 40.87153531852361, -73.92154881578836 40.871505504429635, -73.92154858881024 40.87147568009255, -73.9215491898435 40.87144585901967, -73.9215506188711 40.8714160547183, -73.92155287468975 40.87138628069497, -73.9215559560972 40.871356549555614, -73.92155986307529 40.871326875707965, -73.92156459204831 40.87129727265688, -73.92156904510033 40.87127128307886, -73.92157427150556 40.87124536786621, -73.92158027124503 40.871219542327054, -73.92158703955589 40.87119382086595, -73.92159457286246 40.87116821698765, -73.92160286758929 40.87114274419687, -73.92161191897237 40.87111741779856, -73.92162172225105 40.871092250396096, -73.92163227147728 40.87106725549265, -73.92164356070107 40.87104244839228, -73.92165558516169 40.87101784169828, -73.92166833653874 40.87099344891222, -73.92168180888541 40.870969282636615, -73.92168765586524 40.87095626733922, -73.92169424045896 40.870943453350975, -73.92170154958848 40.87093086497613, -73.92170957017724 40.87091852561836, -73.92171828677704 40.87090645777929, -73.92172768393756 40.87089468576143, -73.92173774265314 40.87088323116354, -73.92174597823399 40.870874675802455, -73.92174844391795 40.8708721155841, -73.92175565265511 40.870866195256546, -73.92176345044447 40.87086071386585, -73.92177178861044 40.870855704697085, -73.92178061729422 40.870851198332815, -73.92178834636695 40.870855725825926, -73.92179248756099 40.87085776914002))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
X,Completely Locked,07/06/2020 12:46:44 PM,X092,Woodlawn Dog Run,X092-ZN21,X-13,Van Cortlandt Park,true,Reopened,NE Forest,X092-DOGAREA0019,,"POLYGON ((-73.87315817379164 40.89946602067048, -73.87321181026434 40.899445873616266, -73.87321700082562 40.899442953642364, -73.8732227644397 40.89944073757596, -73.87322893721446 40.899439287370456, -73.87323534224481 40.899438643353264, -73.87324179910296 40.8994388260375, -73.87324812504103 40.899439828018494, -73.87325413734871 40.89944162208127, -73.87325966878842 40.89944415761505, -73.87326455928597 40.899447361504976, -73.87328148190734 40.899464534311676, -73.87328745628245 40.89947190953426, -73.8732917275876 40.89947993753953, -73.87329417282768 40.8994883930716, -73.87329472599289 40.89949704013124, -73.87329337093124 40.899505635569824, -73.8732901460752 40.89951393990067, -73.8732851408779 40.89952171909581, -73.87327798938753 40.89953230904845, -73.87327320408521 40.89954364179634, -73.87327091490829 40.89955541401912, -73.873271181794 40.89956731241409, -73.87327399823076 40.89957901820255, -73.87327928767232 40.89959022063319, -73.87328584306678 40.89959973064169, -73.87329039513945 40.89960989130231, -73.87329283635174 40.8996204620679, -73.87329310902835 40.899631192540646, -73.87329120653514 40.89964182697557, -73.87328717326218 40.89965211328572, -73.87328110580215 40.89966180754561, -73.87322824482074 40.89971893027697, -73.87322319346158 40.89972165589944, -73.87321762356056 40.899723718195666, -73.87321168475573 40.89972506240031, -73.87320553495806 40.89972565176694, -73.87319934153189 40.89972547117105, -73.87319327061834 40.89972452439711, -73.87318748475373 40.89972283863818, -73.87318214050957 40.89972045728957, -73.87317738017477 40.89971744534251, -73.8731472853047 40.899691680933635, -73.87311150512417 40.89968306449801, -73.87310048753234 40.899677879104416, -73.87309080646624 40.89967133634796, -73.87308274756627 40.899663631047495, -73.87307655012636 40.89965499038867, -73.87307239879212 40.89964567121282, -73.87307041646048 40.8996359492035, -73.8730706607303 40.8996261134797, -73.87307312629636 40.8996164557926, -73.87307773784448 40.89960726241328, -73.87308854585397 40.89959976065231, -73.87309765432842 40.8995910557758, -73.87310483261366 40.89958136814933, -73.87310990104578 40.89957093980614, -73.87311273095104 40.899560034446985, -73.87311325178501 40.89954892754279, -73.87311145115005 40.899537897329694, -73.87306752444651 40.899470570239366, -73.87314271387982 40.89944232634295, -73.87315817379164 40.89946602067048))",04/07/2020 12:00:00 AM,07/06/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 03:40:48 PM,Q340,Lou Lodati Dog Park,Q340,Q-02,Torsney Playground,,Reopened,,Q340-DOGAREA0012,,"POLYGON ((-73.92179626494023 40.74721270454558, -73.92177999986303 40.74729917906291, -73.92174770926378 40.74729529305531, -73.92171201088782 40.74746980409766, -73.92169394305805 40.74746800430984, -73.92167654814254 40.747463878067585, -73.92166033869876 40.747457546387636, -73.92164579523562 40.74744919690285, -73.92163334727698 40.747439076644866, -73.92162336271332 40.74742748483296, -73.921616134789 40.74741476295925, -73.92161187974257 40.74740128758334, -73.9216107226131 40.74738745771499, -73.92162870453585 40.747283103029574, -73.92159186584351 40.747279341755444, -73.92160560397606 40.74721233359845, -73.92161506068905 40.74716230608183, -73.92175506510024 40.74717693815572, -73.92176324977716 40.74717853941339, -73.92177095724436 40.74718117953105, -73.92177795907273 40.74718477910913, -73.92178405172777 40.74718923355073, -73.92178905656947 40.747194413061784, -73.92179282695362 40.74720016535712, -73.92179525414363 40.74720632286887, -73.92179626494023 40.74721270454558))",04/09/2020 01:53:12 PM,07/06/2020 03:40:45 PM
X,Completely Locked,07/06/2020 12:45:56 PM,X092,Canine Court Dog Run,X092-ZN06,X-13,Van Cortlandt Park,true,Reopened,Parade Ground North,X092-DOGAREA0018,,"POLYGON ((-73.89512588481401 40.899071536907464, -73.89529984173346 40.89867208416652, -73.89547777786862 40.89871652402191, -73.89525870354305 40.89922067863337, -73.89519139559947 40.89921204043403, -73.89490569460273 40.89931977578374, -73.89484184137335 40.89919106094675, -73.89512588481401 40.899071536907464))",04/22/2020 10:05:11 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/07/2020 12:37:10 PM,M366,Tribeca Dog Run,M366,M-01,Tribeca Dog Run,true,Reopened,,M366-DOGAREA0044,,"POLYGON ((-74.01227046002407 40.71618119678127, -74.01224968327236 40.71621155609277, -74.01217155257838 40.71632572475649, -74.01195033304006 40.716254996648644, -74.01196296890737 40.71620650196247, -74.01193498868713 40.71620097303247, -74.01196564518311 40.71608331909397, -74.01197588015472 40.71604404047623, -74.01201635576324 40.71606291815661, -74.0120769680211 40.71609118783448, -74.01213758033033 40.716119457480374, -74.01219820452607 40.716147727092974, -74.01225881693813 40.716175996674764, -74.01227046002407 40.71618119678127))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,07/06/2020 01:05:37 PM,M028,The Rocky Run,M028-ZN01B,M-12,Fort Washington Park,true,Reopened,Fort Washington Park Zone 1B,M028-DOGAREA0006,,"POLYGON ((-73.94554819444434 40.84069788546418, -73.94528313958895 40.84129654301918, -73.94491945907129 40.84111096557285, -73.94538379413493 40.84062171605189, -73.94554819444434 40.84069788546418))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
M,Completely Locked,06/22/2020 04:11:41 PM,M022,DeWitt Clinton Park Large Dog Run,M022,M-04,De Witt Clinton Park,true,Reopened,,M022-DOGAREA0005,,"POLYGON ((-73.99439430763937 40.76750808547045, -73.9943055004336 40.76762904487112, -73.99429638656898 40.767626309590746, -73.99427581488536 40.76762075876653, -73.9942550015364 40.76761575903484, -73.9942339702095 40.767611315799705, -73.99421274814526 40.76760743446543, -73.99419136258435 40.76760412043631, -73.99416983721427 40.767601377315465, -73.99414819927583 40.76759920870623, -73.99412647719431 40.767597616410946, -73.99410469465724 40.76759660313235, -73.99408288009009 40.767596169772325, -73.99406106073371 40.7675963172328, -73.99403926146036 40.76759704551497, -73.9940175106956 40.767598353719954, -73.99399583449622 40.76760023914755, -73.99397426010347 40.767602699998214, -73.99395281238978 40.76760573447234, -73.9939425464447 40.76756019006017, -73.99391342514421 40.76743100407039, -73.99389037515344 40.767328747955695, -73.99395211683684 40.76732209198841, -73.9939834623174 40.767335261695, -73.99421842708918 40.767433983336865, -73.99427662002655 40.767458433116076, -73.99434574240482 40.767487475070915, -73.99439430763937 40.76750808547045))",04/06/2020 12:00:00 AM,06/21/2020 12:00:00 AM
M,Completely Locked,06/22/2020 04:11:41 PM,M022,DeWitt Clinton Park Small Dog Run,M022,M-04,De Witt Clinton Park,true,Reopened,,M022-DOGAREA0004,,"POLYGON ((-73.99448221572271 40.76769957911414, -73.9943055004336 40.76762904487112, -73.99439430763937 40.76750808547045, -73.99456285961472 40.76757962595665, -73.99448221572271 40.76769957911414))",04/06/2020 12:00:00 AM,06/21/2020 12:00:00 AM
B,Completely Locked,06/04/2020 04:48:26 PM,B431,Brooklyn Bridge Park Dog Run,B431,B-02,Brooklyn Bridge Park,,COVID-19 Closure,,B431-DOGAREA0042,,"POLYGON ((-73.98889097690027 40.704412917942726, -73.98879092412409 40.704338120755814, -73.98923664974666 40.70421995944464, -73.98936058920606 40.70447014479312, -73.98889097690027 40.704412917942726))",04/10/2020 10:07:15 AM,
X,Completely Locked,07/06/2020 12:47:55 PM,X104,Williamsbridge Oval Dog Run,X104,X-07,Williamsbridge Oval,true,Reopened,,X104-DOGAREA0021,,"POLYGON ((-73.87614217858459 40.87790618127392, -73.87613057014364 40.87795185597915, -73.87612469313444 40.87799815727116, -73.87612460053647 40.87804467368464, -73.87613029432327 40.878090989196245, -73.87591488991927 40.878111532959146, -73.87590850692808 40.87804935910078, -73.87590879653163 40.87798699701022, -73.87591575794139 40.87792485911016, -73.87592934410546 40.87786335507089, -73.87614217858459 40.87790618127392))",04/17/2020 09:57:03 AM,07/06/2020 12:00:00 AM
B,Completely Locked,07/06/2020 04:30:30 PM,B251,Manhattan Beach Dog Run (Oriental Boulevard),B251-ZN03,B-15,Manhattan Beach Park,,Reopened,Manhattan Beach Zone 3,B251-DOGAREA0039,,"POLYGON ((-73.94245483141646 40.57789051234692, -73.94225918266349 40.577911119037225, -73.94174927560897 40.57796245717153, -73.94137619011147 40.577931093047034, -73.94134848165899 40.57792809726845, -73.94132088353433 40.57792454681656, -73.94129341699326 40.57792044620485, -73.9412661009324 40.57791579634369, -73.94123895306353 40.5779106026453, -73.94121199228331 40.5779048660201, -73.9411852386647 40.57789859278207, -73.94116034531083 40.57789220612399, -73.94127492194198 40.57765552679808, -73.94143721948234 40.57768913976873, -73.94160151979158 40.5777165209988, -73.94176741070076 40.57773760003, -73.94193447647837 40.57775232621594, -73.94210229901823 40.5777606615189, -73.94227045901725 40.57776258501279, -73.94243853479492 40.57775809288282, -73.94245483141646 40.57789051234692))",04/10/2020 09:50:56 AM,07/06/2020 12:00:00 AM
B,Completely Locked,07/07/2020 12:20:14 PM,B223A,Dimattina Park Dog Run - South,B223A,B-06,Dimattina Playground,,Reopened,,B223A-DOGAREA0032,,"POLYGON ((-74.00305120100299 40.67992879266251, -74.0027638949901 40.67984802918803, -74.00276799442914 40.67983956965761, -74.00277014331583 40.6798307031415, -74.00277028133578 40.67982168718841, -74.00276840376928 40.67981278384811, -74.00276456503944 40.67980425426835, -74.00275887634587 40.679796346087734, -74.00275150448157 40.679789288933186, -74.00274266473541 40.679783288116504, -74.00273261261187 40.67977852013206, -74.00272164146509 40.6797751227514, -74.0027488672269 40.679715794416474, -74.0027576565574 40.679704206387186, -74.00276878444316 40.67969384750313, -74.00278195872947 40.67968498882541, -74.00279683521501 40.67967786269449, -74.00281302711426 40.679672653724616, -74.00283010860592 40.67966949880386, -74.00284763494103 40.679668480790205, -74.00286514717428 40.679669625809794, -74.00288218872358 40.679672904156995, -74.0031084649719 40.679736514203995, -74.00311022126894 40.67978196491773, -74.00310349054344 40.67982714660664, -74.00308840994738 40.67987114344245, -74.00306528341946 40.6799130675066, -74.00305120100299 40.67992879266251))",04/10/2020 10:05:14 AM,07/07/2020 12:00:00 AM
B,Completely Locked,07/06/2020 12:51:29 PM,B016,Maria Hernandez Park Dog Run,B016,B-04,Maria Hernandez Park,,Reopened,,B016-DOGAREA0001,,"POLYGON ((-73.92320122229063 40.70381096033487, -73.92314185986001 40.70386790961333, -73.92280302758027 40.703668258181324, -73.92281871807242 40.70364971635499, -73.9228312897799 40.70362984598143, -73.92284055302964 40.703608949506474, -73.92284811999022 40.70359371971644, -73.92285861909454 40.70357953198239, -73.92287181094049 40.70356671302896, -73.92288739345261 40.7035555553193, -73.92290500898578 40.70354631345777, -73.92292425379577 40.70353920059448, -73.92294468988325 40.70353437852754, -73.9229537019095 40.703550616289476, -73.92298292430105 40.7036017390028, -73.9229930119093 40.70361801080007, -73.92300379559424 40.7036340210131, -73.92301526709308 40.70364975252636, -73.92302741104217 40.70366518912021, -73.92304021681318 40.70368031277706, -73.92305366785796 40.70369510817695, -73.9230677523638 40.70370955820198, -73.9230824537815 40.703723648432764, -73.92309775674721 40.70373736264949, -73.92311364352848 40.703750686431896, -73.923130097576 40.7037636053606, -73.92314710115608 40.70377610591567, -73.92316463653617 40.703788173677, -73.92318268361475 40.70379979602364, -73.92320122229063 40.70381096033487))",04/09/2020 02:17:33 PM,07/06/2020 12:00:00 AM
B,Completely Locked,07/06/2020 12:51:06 PM,B055,Sternberg Park Dog Run,B055,B-01,Sternberg Park,,Reopened,,B055-DOGAREA0014,,"POLYGON ((-73.94698310879613 40.706190450191635, -73.94654553091561 40.70623492219575, -73.94653696927652 40.70617475684517, -73.94660197991767 40.706118795915735, -73.94661310568674 40.706111231376376, -73.94662575079433 40.706105205614165, -73.94663955300288 40.70610089406039, -73.94665411343478 40.706098418999446, -73.94666901432058 40.706097851377805, -73.94668382728355 40.70609920900723, -73.9466981251764 40.706102452067356, -73.94671149746132 40.706107486715204, -73.94676514589635 40.70611636446785, -73.94681989350703 40.706119494738175, -73.94687468243409 40.706116817602606, -73.94689850442582 40.70612217673267, -73.94692097646771 40.7061302304663, -73.94694157804567 40.70614079395953, -73.94695982656206 40.70615361844984, -73.94697529980554 40.70616840747547, -73.94698310879613 40.706190450191635))",04/09/2020 02:02:49 PM,07/06/2020 12:00:00 AM
R,Completely Locked,07/06/2020 02:56:31 PM,R031,Wolfe's Pond Park Dog Run,R031-ZN03,R-03,Wolfe's Pond Park,true,UnderConstruction,Wolfe's Pond Park Zone 3,R031-DOGAREA0006,,"POLYGON ((-74.18503158566556 40.52001769582295, -74.18494990287836 40.519834839674296, -74.18518804478987 40.519693402023634, -74.1852932763838 40.51981141241748, -74.18528615305085 40.51994485281539, -74.18503158566556 40.52001769582295))",04/06/2020 12:00:00 AM,
R,Completely Locked,07/06/2020 02:43:20 PM,R022,Silver Lake Park Dog Run,R022-ZN01,R-01,Silver Lake Park,true,Reopened,Silver Lake Park Zone 1,R022-DOGAREA0004,,"POLYGON ((-74.0927651355187 40.62670292441475, -74.0924584841829 40.62656616987142, -74.09274256154933 40.62621092892653, -74.09304767640141 40.626367935762374, -74.0927651355187 40.62670292441475))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
R,Completely Locked,07/06/2020 02:26:49 PM,R006,Conference House Park Dog Run,R006-ZN02,R-03,Conference House Park,true,Reopened,Conference House Park Zone 2,R006-DOGAREA0003,,"POLYGON ((-74.25017430828869 40.500347069298584, -74.2497594073346 40.50043874595632, -74.24968056097313 40.50020637641171, -74.25005742330822 40.500125235423454, -74.25017430828869 40.500347069298584))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
R,Completely Locked,07/06/2020 02:57:24 PM,R106,Bloomingdale Park Dog Run,R106-ZN02,R-03,Bloomingdale Park,true,Reopened,Bloomingdale Park Zone 2,R106-DOGAREA0014,,"POLYGON ((-74.21147028589863 40.53357681031131, -74.21137879974636 40.53358328790102, -74.21131790490031 40.53309247327972, -74.2114098373657 40.533084768393145, -74.21141024441495 40.53308808159467, -74.21147028589863 40.53357681031131))",04/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM
Q,Completely Locked,07/06/2020 03:40:48 PM,Q031A,Windmuller Park Dog Run,Q031A,Q-02,Doughboy Plaza,,Reopened,,Q031A-DOGAREA0008,,"POLYGON ((-73.90852127096528 40.74583303816191, -73.90846079596746 40.746069582113975, -73.90843224365231 40.74607596112205, -73.90840525229213 40.746085493138786, -73.90838042011497 40.74609796522096, -73.90835829570594 40.74611310225132, -73.9082952555089 40.746164516048424, -73.90827647665112 40.74615163465175, -73.90827743448853 40.746138769871656, -73.90844334229223 40.74577650904927, -73.9084940727178 40.74579155901553, -73.90852127096528 40.74583303816191))",04/09/2020 01:53:12 PM,07/06/2020 03:40:45 PM
Q,Completely Locked,07/06/2020 04:24:47 PM,Q013,Veteran's Grove Dog Run,Q013,Q-04,Veterans Grove,,Reopened,,Q013-DOGAREA0005,,"POLYGON ((-73.87774000657929 40.742484898185324, -73.87741070386254 40.74258577062395, -73.87739130437575 40.74254913622664, -73.87772060812476 40.74244826384425, -73.87774000657929 40.742484898185324))",04/09/2020 01:55:02 PM,07/06/2020 02:30:00 PM
Q,Completely Locked,07/06/2020 04:26:52 PM,Q451,Underbridge Playground Dog Run,Q451,Q-06,Underbridge Dog Run,true,UnderConstruction,,Q451-DOGAREA0016,,"POLYGON ((-73.84490546275457 40.73366592813402, -73.84526145322398 40.73355926082316, -73.8452655548394 40.73356703773118, -73.84552848217308 40.73406555884212, -73.84518745326872 40.73416802640138, -73.84491002403549 40.73367405056889, -73.84490546275457 40.73366592813402))",04/09/2020 12:00:00 AM,
Q,Completely Locked,07/06/2020 09:42:38 AM,Q341C,Sherry Park Dog Run,Q341C,Q-02,Sherry Dog Run,,Reopened,,Q341C-DOGAREA0013,,"POLYGON ((-73.89898429225877 40.74144151575802, -73.89897891728852 40.74145311048268, -73.89895369664926 40.741578832544725, -73.89860093084935 40.74153695056306, -73.89856002779842 40.741504136064734, -73.89853760977444 40.74148615118921, -73.89898429225877 40.74144151575802))",04/09/2020 01:53:12 PM,07/06/2020 08:45:00 AM
Q,Completely Locked,07/06/2020 09:17:07 AM,Q219,Rockaway Freeway Dog Park,Q219-99,Q-14,Rockaway Freeway,,Reopened,Beach 84,Q219-DOGAREA0011,,"POLYGON ((-73.80842731417049 40.59152764843027, -73.80763325712114 40.59105177119111, -73.80779556364634 40.59104734295182, -73.80795742595679 40.591037173793154, -73.80812708043307 40.59102027518593, -73.80829544760518 40.590997069603695, -73.80846212326568 40.59096761311146, -73.80862670907419 40.59093197619467, -73.80878881137701 40.59089024375717, -73.80897144321199 40.590822435394436, -73.80915708937817 40.5907595639246, -73.80934551933528 40.590701707296205, -73.80953650256176 40.590648938056034, -73.80962646405813 40.59063326850985, -73.80955192993926 40.590755031087696, -73.8094832042205 40.590878762789494, -73.80943185566541 40.59098032172157, -73.80938441978772 40.5910829812587, -73.80932316760936 40.5912323082788, -73.80927019435678 40.591383463564775, -73.80923898159848 40.59148704688846, -73.80921165694032 40.59159126702605, -73.80918428247257 40.591715782208425, -73.8091822468088 40.59172621591427, -73.80918065070915 40.59173454041965, -73.80859378374309 40.591364469719174, -73.80842731417049 40.59152764843027))",04/09/2020 02:12:07 PM,07/06/2020 06:00:00 AM
Q,Completely Locked,07/06/2020 01:15:30 PM,Q141,Murray Playground Dog Run,Q141,Q-02,Murray Playground,,Reopened,,Q141-DOGAREA0010,,"POLYGON ((-73.94847983136059 40.74689166833938, -73.94840270231899 40.74697121247495, -73.94836736021995 40.746955100983705, -73.9483288884542 40.74694387602703, -73.94828844593933 40.746937874010975, -73.94824724854463 40.74693727738217, -73.9482065347648 40.74694210200538, -73.948167529011 40.74695220345046, -73.94813140490538 40.74696727877713, -73.94798111603795 40.74685761125104, -73.94805259371742 40.74679664049649, -73.94846747065537 40.74687689000019, -73.94847983136059 40.74689166833938))",04/09/2020 01:53:32 PM,07/06/2020 10:15:00 AM
